id,name,latitude,longitude,address,provider,connectors,online,kilowatts,twenty_four_hours,last_updated
1ccba432-8a0b-4c96-9e72-938d061c0c20,Central/9 Raffles Place/Republic Plaza/Level 4,1.283658,103.850455,"9 Raffles Place, Republic Plaza",Bluecharge,4,TRUE,46,TRUE,2023-06-06 11:41:38.219974
d3b3e4cd-05e9-4641-a0cb-e54243b62ef6,Choa Chu Kang/Choa Chu Kang Avenue 4/Lot one/Deck B2,1.38525,103.744922,21 Choa Chu Kang Avenue 4,Bluecharge,0,TRUE,52,TRUE,2023-06-06 11:41:38.219974
cd621e30-dc8f-49ae-9937-cd5394c8f694,Sentosa/50 Beach View/Basement/Beach Station(Near Beach Station Escalator),1.251171,103.819188,50 Beach View,Bluecharge,4,TRUE,74,TRUE,2023-06-06 11:41:38.219974
a7424bc1-3d3c-4400-85c5-3e60f0aad66c,Central/1 Esplanade Drive/Basement 1/Lift Lobby B,1.289691,103.85577,1 Esplanade Drive,Bluecharge,4,TRUE,49,TRUE,2023-06-06 11:41:38.219974
899a7b04-7f2e-45c7-937e-97d14cedbc94,Sentosa/1 Cove Avenue/Sentosa Cove/Blk B/Level 2,1.247741,103.840256,"1 Cove Avenue, Sentosa Cove",Bluecharge,2,TRUE,48,TRUE,2023-06-06 11:41:38.219974
c7b4ab67-95ed-45f2-a730-708793fcddcf,Central/3E River Valley Road/Clark Quay Blk E/Level 3,1.290715,103.846146,3E River Valley Road,Bluecharge,4,TRUE,53,TRUE,2023-06-06 11:41:38.219974
b52334d7-6c21-489c-a5f2-88768caf152c,Kallang/Cambridge Road/Blk 43 (Opposite NTUC),1.314899,103.849479,43 Cambridge Road,Bluecharge,4,TRUE,45,TRUE,2023-06-06 11:41:38.219974
48e5286b-a642-4a79-8ae4-87f20aef576e,Ang Mo Kio/Ang Mo Kio Avenue 4/Blk 110,1.370557,103.837923,110 Ang Mo Kio Avenue 4,Bluecharge,3,TRUE,38,TRUE,2023-06-06 11:41:38.219974
18d0fd48-d262-44dc-b3a6-d1985e05ddb7,Yishun/Yishun Ring Road/Blk 781,1.422343,103.832121,781 Yishun Ring Road,Bluecharge,4,TRUE,31,TRUE,2023-06-06 11:41:38.219974
b6d01cfa-e870-467d-9079-4d24b5705e1d,Tampines/Simei Road/Blk 155,1.344756,103.958393,155 Simei Road,Bluecharge,1,TRUE,27,TRUE,2023-06-06 11:41:38.219974
fab09e1a-acfb-4f09-a11e-a94fd40ba261,Bukit Timah/170 Upper Bukit Timah Road (Infront Bukit Timah Shopping Centre),1.343312,103.775637,170 Upper Bukit Timah Road,Bluecharge,4,TRUE,76,TRUE,2023-06-06 11:41:38.219974
f1c513d4-e9ac-43d4-ad00-edb3eaa19e1e,Hougang/Hougang Avenue 6/Blk 524,1.373931,103.890352,524 Hougang Avenue 6,Bluecharge,1,TRUE,32,TRUE,2023-06-06 11:41:38.219974
d0d6ac8d-7db2-4540-944f-28eac3760f93,Ang Mo Kio/Ang Mo Kio Avenue 10/Blk 449,1.36805,103.8558,449 Ang Mo Kio Avenue 10,Bluecharge,4,TRUE,39,TRUE,2023-06-06 11:41:38.219974
59ee8fba-0bcc-4cf5-9cf3-0c638fb7909f,Tampines/Tampines Street 72/Blk 742A/Deck 1A,1.359905,103.934176,742A Tampines Street 72,Bluecharge,0,TRUE,44,TRUE,2023-06-06 11:41:38.219974
17b638e4-42ad-4336-aeaa-de2228b98a67,Novena/Tan Tock Seng Hospital/Basement 4/Near Lift Lobby D,1.321282,103.84588,11 Jalan Tan Tock Seng,Bluecharge,3,TRUE,58,TRUE,2023-06-06 11:41:38.219974
8bf17ba7-7378-4120-a78b-793d095421ea,Ang Mo Kio/Ang Mo Kio Avenue 8/Blk 510,1.373288,103.849485,510 Ang Mo Kio Avenue 8,Bluecharge,0,TRUE,38,TRUE,2023-06-06 11:41:38.219974
370bb1a0-001b-46c3-bf1e-c24e4f0b37eb,Ang Mo Kio/Ang Mo Kio Avenue 10/Blk 559,1.371022,103.857277,559 Ang Mo Kio Avenue 10,Bluecharge,4,TRUE,39,TRUE,2023-06-06 11:41:38.219974
d398644b-60de-442f-aeba-378488ad3ce7,Pasir Ris/Pasir Ris Street 12/Blk 108A/Deck 1A,1.367987,103.956949,108A Pasir Ris Street 12,Bluecharge,0,TRUE,46,TRUE,2023-06-06 11:41:38.219974
a1f02c5b-7ecb-4301-b26d-14627617fdc2,Woodlands/Woodlands Circle/Blk 747A/Deck 1A,1.443332,103.795599,747A Woodlands Circle,Bluecharge,3,TRUE,43,TRUE,2023-06-06 11:41:38.219974
7d58f93b-7886-4845-8fe0-4859c5fe0161,Kallang/Saint George's Road/Blk 22,1.32537,103.862659,22 Saint George's Road,Bluecharge,4,TRUE,34,TRUE,2023-06-06 11:41:38.219974
50f2fc00-d11a-4aa7-a11c-b673386c4e7c,Punggol/Edgedale Plains/Blk 172/Deck 1A,1.39557,103.911788,172 Edgedale Plains,Bluecharge,0,TRUE,39,TRUE,2023-06-06 11:41:38.219974
4bef3a21-4b94-4af5-b761-5482a719ab29,Bukit Panjang/Petir Road/Blk 140,1.375471,103.769068,140 Petir Road,Bluecharge,0,TRUE,32,TRUE,2023-06-06 11:41:38.219974
30009293-cbd2-4d6c-b906-91f77bc3a303,Jurong East/Jurong East Street 32/Blk 307,1.346612,103.734402,307 Jurong East Street 32,Bluecharge,2,TRUE,41,TRUE,2023-06-06 11:41:38.219974
498e47d5-f990-4571-976e-f646f8b694bc,Bedok/Chai Chee Street/Blk 53,1.328941,103.921295,53 Chai Chee Street,Bluecharge,0,TRUE,29,TRUE,2023-06-06 11:41:38.219974
0f608140-738d-4996-8d11-7e884bb00a64,Bedok/Bedok North Road/Blk 425,1.329159,103.92944,425 Bedok North Road,Bluecharge,1,TRUE,30,TRUE,2023-06-06 11:41:38.219974
f0527995-0a21-4032-b32f-bbc82d7992ea,Tampines/Tampines Street 11/Blk 107,1.348142,103.947926,107 Tampines Street 11,Bluecharge,0,TRUE,35,TRUE,2023-06-06 11:41:38.219974
188db8c5-d7b5-475d-bfbc-8449ca02167f,Queenstown/Ghim Moh Link/Blk 24/Deck 1B,1.308908,103.785607,24 Ghim Moh Link,Bluecharge,3,TRUE,39,TRUE,2023-06-06 11:41:38.219974
df3b4451-2e5e-475e-b12e-636a06f59c43,Jurong West/Yung An Road/Blk 364/Deck 1A,1.337184,103.720457,364 Yung An Road,Bluecharge,0,TRUE,40,TRUE,2023-06-06 11:41:38.219974
72808615-8e4d-474b-aba0-0be426a03b6f,Clementi/Clementi Avenue 3/Blk 440/Deck 1A,1.31642,103.76392,440 Clementi Avenue 3,Bluecharge,0,FALSE,42,TRUE,2023-06-06 11:41:38.219974
