id,id_charger,id_connector_type
1718222e-3d56-4a11-b0e2-1e2bef7cd521,479fcf92-8015-4fe0-9168-9da1c4a7e51e,278328f8-570f-4c7d-ae38-dfd3b10a5664
df644514-7faf-4aef-9f4d-4a8d2861f43d,4cbbb7ff-27a2-408e-ab14-eb82d9eed20f,278328f8-570f-4c7d-ae38-dfd3b10a5664
fce6f6fd-2291-4a05-aeb3-986b5a564119,7cf2d372-8308-4158-a08d-beda18f25c7b,278328f8-570f-4c7d-ae38-dfd3b10a5664
ea74b80f-2ba5-4147-987b-40176a72d0a2,969c44e1-61e6-4a59-af28-380bba22a63f,278328f8-570f-4c7d-ae38-dfd3b10a5664
0dd7aec7-8315-4f10-8c20-076ec0ee48f1,7a8b726b-9e61-457a-9067-41133409e46e,278328f8-570f-4c7d-ae38-dfd3b10a5664
b99f9d27-e6a1-43e7-9a7e-3c0b288d57d6,1ccba432-8a0b-4c96-9e72-938d061c0c20,278328f8-570f-4c7d-ae38-dfd3b10a5664
b8de0d89-87af-484d-8181-0ef130418beb,d3b3e4cd-05e9-4641-a0cb-e54243b62ef6,278328f8-570f-4c7d-ae38-dfd3b10a5664
b52e1e29-b608-4604-afa3-9db65914afa4,cd621e30-dc8f-49ae-9937-cd5394c8f694,278328f8-570f-4c7d-ae38-dfd3b10a5664
9bd6304b-ef39-467a-8122-8a7e443412e1,a7424bc1-3d3c-4400-85c5-3e60f0aad66c,278328f8-570f-4c7d-ae38-dfd3b10a5664
984a7b1c-1d2a-4dd1-ba7d-72699d85ceac,899a7b04-7f2e-45c7-937e-97d14cedbc94,278328f8-570f-4c7d-ae38-dfd3b10a5664
3df5b0ee-45cf-43cb-b991-cfe1121ed0c7,c7b4ab67-95ed-45f2-a730-708793fcddcf,278328f8-570f-4c7d-ae38-dfd3b10a5664
9bbbc87c-ad03-473e-b3b9-ec7c57646bd0,b52334d7-6c21-489c-a5f2-88768caf152c,278328f8-570f-4c7d-ae38-dfd3b10a5664
d510da73-51ce-41f2-b1fa-a33c67876e6c,48e5286b-a642-4a79-8ae4-87f20aef576e,278328f8-570f-4c7d-ae38-dfd3b10a5664
f11d9a2e-cf25-4560-806f-6b4fedef029a,18d0fd48-d262-44dc-b3a6-d1985e05ddb7,278328f8-570f-4c7d-ae38-dfd3b10a5664
5de8a07c-124e-4648-83ff-82bbabf68b6c,b6d01cfa-e870-467d-9079-4d24b5705e1d,278328f8-570f-4c7d-ae38-dfd3b10a5664
84b2e11c-cd8b-4fe6-83c5-7c3a131bd9fd,fab09e1a-acfb-4f09-a11e-a94fd40ba261,278328f8-570f-4c7d-ae38-dfd3b10a5664
5ea8b4de-32ba-4cb4-ae51-c5ca0e6657a1,f1c513d4-e9ac-43d4-ad00-edb3eaa19e1e,278328f8-570f-4c7d-ae38-dfd3b10a5664
311ba60f-00a7-44d0-8844-0bcdeb2c7914,d0d6ac8d-7db2-4540-944f-28eac3760f93,278328f8-570f-4c7d-ae38-dfd3b10a5664
2c350c83-cd1b-484b-b686-48596ec4308b,59ee8fba-0bcc-4cf5-9cf3-0c638fb7909f,278328f8-570f-4c7d-ae38-dfd3b10a5664
d503af56-6b08-45fb-a86f-9d3c5325fa36,17b638e4-42ad-4336-aeaa-de2228b98a67,278328f8-570f-4c7d-ae38-dfd3b10a5664
2b7c087d-a5ed-4163-a11e-f2cf03fd8194,8bf17ba7-7378-4120-a78b-793d095421ea,278328f8-570f-4c7d-ae38-dfd3b10a5664
fe145978-2456-4946-96fd-23719a980858,370bb1a0-001b-46c3-bf1e-c24e4f0b37eb,278328f8-570f-4c7d-ae38-dfd3b10a5664
ddcd0dfa-8968-4ac0-a4c2-3ac2cf07bc39,d398644b-60de-442f-aeba-378488ad3ce7,278328f8-570f-4c7d-ae38-dfd3b10a5664
27251c3a-0284-4e81-b393-8e93e3972164,a1f02c5b-7ecb-4301-b26d-14627617fdc2,278328f8-570f-4c7d-ae38-dfd3b10a5664
7b66e138-a99c-4df0-8515-8ec14044ebfb,7d58f93b-7886-4845-8fe0-4859c5fe0161,278328f8-570f-4c7d-ae38-dfd3b10a5664
bceacb6e-0e0e-4c53-a0a3-bab59f619d84,50f2fc00-d11a-4aa7-a11c-b673386c4e7c,278328f8-570f-4c7d-ae38-dfd3b10a5664
d425670a-a154-4b86-a46f-74e5688bae8e,4bef3a21-4b94-4af5-b761-5482a719ab29,278328f8-570f-4c7d-ae38-dfd3b10a5664
98ae1856-9ba4-4995-a509-0576e10a75c2,30009293-cbd2-4d6c-b906-91f77bc3a303,278328f8-570f-4c7d-ae38-dfd3b10a5664
311b2de6-2b48-46de-b2ff-1a15e7ea474e,498e47d5-f990-4571-976e-f646f8b694bc,278328f8-570f-4c7d-ae38-dfd3b10a5664
0bdb8235-77a5-4f6b-8e6e-a37652436a36,0f608140-738d-4996-8d11-7e884bb00a64,278328f8-570f-4c7d-ae38-dfd3b10a5664
0f7d77fc-2539-46a8-aedf-e0a2203823dd,f0527995-0a21-4032-b32f-bbc82d7992ea,278328f8-570f-4c7d-ae38-dfd3b10a5664
5963d1a8-af39-42f1-bc15-7fff17c55e66,188db8c5-d7b5-475d-bfbc-8449ca02167f,278328f8-570f-4c7d-ae38-dfd3b10a5664
4c74bf66-88b0-4952-9c79-6805e8c04fc3,df3b4451-2e5e-475e-b12e-636a06f59c43,278328f8-570f-4c7d-ae38-dfd3b10a5664
450c774f-4e66-4161-a3e7-c720a0eab9a7,72808615-8e4d-474b-aba0-0be426a03b6f,278328f8-570f-4c7d-ae38-dfd3b10a5664
0286ad95-6fc7-4993-8419-ac7506ca612c,4064a22f-cb3c-431f-af7e-7f33f4e84680,278328f8-570f-4c7d-ae38-dfd3b10a5664
20db7fe5-abd6-4ddf-b8e7-66573e906147,e5c91c8e-bc95-485c-a44c-1ad0eae914ce,278328f8-570f-4c7d-ae38-dfd3b10a5664
61068415-df63-4224-ab8a-0073ef320c7d,fab4ac3a-e583-4b34-a36d-2fccd1308ae4,278328f8-570f-4c7d-ae38-dfd3b10a5664
e68d9e99-4ae5-407b-8ac3-945182afb868,85058fe5-61ae-4690-b67f-6ffcba3c18df,278328f8-570f-4c7d-ae38-dfd3b10a5664
77eb0219-195a-4903-9aba-ec7092533658,3210bfee-3503-487b-90cb-f856a2ae934d,278328f8-570f-4c7d-ae38-dfd3b10a5664
aa227934-da4d-44e1-a720-c30e9f1f90bb,e881dcb1-5a38-448a-bec3-c084dc466a4f,278328f8-570f-4c7d-ae38-dfd3b10a5664
5d0afa9c-51a6-4b44-bcfb-08bd42e3fcbb,e2002aca-095f-4025-9c43-09d420592629,278328f8-570f-4c7d-ae38-dfd3b10a5664
e501a4d8-4aa5-4241-8a7d-088299bdfc3e,be6b40d2-d76b-4f2c-93a1-52d892091c4d,278328f8-570f-4c7d-ae38-dfd3b10a5664
e10635e8-559d-4a43-b974-45c760c8e200,94dd8f11-d416-4aa4-ac97-516fc26138bf,278328f8-570f-4c7d-ae38-dfd3b10a5664
7bffaf30-f8f9-4b87-a94f-e2827f0eb0d9,e644e8af-f9bc-4fa2-9ec2-1c03443532ad,278328f8-570f-4c7d-ae38-dfd3b10a5664
adcddfed-d84c-430a-a51b-4fce59403def,8d83ac82-45f0-4ce8-b38a-720ddef9a8d1,278328f8-570f-4c7d-ae38-dfd3b10a5664
155f0154-0417-45f0-aca4-8ff69befe97e,2be19ca6-6702-490b-94d3-a4b652a7e25a,278328f8-570f-4c7d-ae38-dfd3b10a5664
6ddd374c-3b0a-4563-adf5-fe718abb07ad,f537831a-98b8-48ce-b151-b239c398faea,278328f8-570f-4c7d-ae38-dfd3b10a5664
079b0278-2d3b-40e3-9177-1bcf436b71e7,973684dc-9957-4f82-b7ef-ad5823845030,278328f8-570f-4c7d-ae38-dfd3b10a5664
0e7028b6-ec49-44d1-aa9d-c34fa35a9a5a,346e84ca-e3c7-47fa-bf96-8ef8d29da275,278328f8-570f-4c7d-ae38-dfd3b10a5664
e63ff832-0b61-4736-88ba-1b8a9fe26798,0fc2ff53-dd82-4942-8e2b-2c4b2e446ac1,278328f8-570f-4c7d-ae38-dfd3b10a5664
777de58c-9794-45f6-b66b-b2d6266011a7,0017e148-ebec-49f4-bd6c-4d7b5428e4da,26cfd98e-eeac-41e8-94a4-0b577e95c592
5281281d-db88-45fc-9271-caf105b526c4,0017e148-ebec-49f4-bd6c-4d7b5428e4da,278328f8-570f-4c7d-ae38-dfd3b10a5664
58ceef44-2b40-4d94-bd77-283603f07739,28919d51-9f48-4854-b685-42de5f9b50ed,26cfd98e-eeac-41e8-94a4-0b577e95c592
d47b9242-1b15-4852-9cca-424ccecee9d2,28919d51-9f48-4854-b685-42de5f9b50ed,278328f8-570f-4c7d-ae38-dfd3b10a5664
025d487b-c027-44a3-a7eb-786cf39bbc4b,5c67ff84-10c2-46ae-b6be-a4eb9ec381a7,26cfd98e-eeac-41e8-94a4-0b577e95c592
32f3535d-582d-41e8-a986-f4516a8ce1ce,5c67ff84-10c2-46ae-b6be-a4eb9ec381a7,278328f8-570f-4c7d-ae38-dfd3b10a5664
bbd85a91-c658-4fa3-beb4-aa121371bfa3,022195a2-f5d1-4fb9-add3-8abcf63f45de,26cfd98e-eeac-41e8-94a4-0b577e95c592
3b6bacef-c8d2-4b5b-ae53-2b06105046cf,022195a2-f5d1-4fb9-add3-8abcf63f45de,278328f8-570f-4c7d-ae38-dfd3b10a5664
5e334c1c-2d28-49d2-9a40-86dd4470bce2,1f53174f-4de7-4070-8a27-f55552fb37fe,26cfd98e-eeac-41e8-94a4-0b577e95c592
4531ec36-f1ad-4fa9-90ca-bc340aee733b,1f53174f-4de7-4070-8a27-f55552fb37fe,278328f8-570f-4c7d-ae38-dfd3b10a5664
772310a3-5536-485f-bf23-439a49523311,bf3420e8-d685-475b-81fc-491e3380dd29,26cfd98e-eeac-41e8-94a4-0b577e95c592
033c128e-39f7-4b15-abaa-b78361d18e6c,bf3420e8-d685-475b-81fc-491e3380dd29,278328f8-570f-4c7d-ae38-dfd3b10a5664
c949c8d2-6958-4f50-9c7e-c835c32d062e,2c37b720-dfc8-4f06-afe5-260d2dff8c1c,26cfd98e-eeac-41e8-94a4-0b577e95c592
828393c8-a705-4b91-9595-50fe02220dac,2c37b720-dfc8-4f06-afe5-260d2dff8c1c,278328f8-570f-4c7d-ae38-dfd3b10a5664
86460406-198c-4f74-bd7f-91b959fb74b1,21acb73e-fa3d-4c9b-90b6-e8fe09277421,26cfd98e-eeac-41e8-94a4-0b577e95c592
568f250d-7ce4-484d-886c-d7ad26635aee,21acb73e-fa3d-4c9b-90b6-e8fe09277421,278328f8-570f-4c7d-ae38-dfd3b10a5664
e0c9425a-7780-43ac-8675-e9c3748e618e,0bfd1339-272c-40af-ad58-4dd3bddd12d3,26cfd98e-eeac-41e8-94a4-0b577e95c592
c263a461-6892-481a-90ac-b9d8f821e4a8,0bfd1339-272c-40af-ad58-4dd3bddd12d3,278328f8-570f-4c7d-ae38-dfd3b10a5664
e50c01f9-9367-4d70-8614-510a2f3fec71,cac9ba2d-7367-4f5e-8e73-de21cf03fabe,26cfd98e-eeac-41e8-94a4-0b577e95c592
568bc291-ebb1-440d-b33d-019052be060f,cac9ba2d-7367-4f5e-8e73-de21cf03fabe,278328f8-570f-4c7d-ae38-dfd3b10a5664
98e0ef86-0546-43e4-bf48-1a8afb10eaa8,8cf9655c-c0a6-4b50-9c2a-8db27f5518e0,26cfd98e-eeac-41e8-94a4-0b577e95c592
558571f6-e2a2-4871-a457-f0a3d00f00d0,8cf9655c-c0a6-4b50-9c2a-8db27f5518e0,278328f8-570f-4c7d-ae38-dfd3b10a5664
6d29543f-de27-42cb-8536-7abbd54f1bbb,f7b73e74-52cf-424e-a815-789ccb5f41da,26cfd98e-eeac-41e8-94a4-0b577e95c592
af8d6533-f810-4ffd-a2a8-60e3cafe4c40,f7b73e74-52cf-424e-a815-789ccb5f41da,278328f8-570f-4c7d-ae38-dfd3b10a5664
a801d310-d637-41b2-a2a2-5fc913b87289,e2faf3bb-9a0d-4222-907a-5cd0ca5fb082,26cfd98e-eeac-41e8-94a4-0b577e95c592
767e1000-e2ec-49d9-9d0d-4a4845456bfc,e2faf3bb-9a0d-4222-907a-5cd0ca5fb082,278328f8-570f-4c7d-ae38-dfd3b10a5664
414146c8-0dfc-43fe-8361-2be28bbab30d,b7c5c9c2-9bf5-47f7-82f1-a6eb953b15c9,26cfd98e-eeac-41e8-94a4-0b577e95c592
38a3dbc6-6a43-4ee8-8914-9a0395479736,b7c5c9c2-9bf5-47f7-82f1-a6eb953b15c9,278328f8-570f-4c7d-ae38-dfd3b10a5664
2b7c2354-209a-4000-b5de-6cb4b4c59d29,90f5bc6c-db13-4a04-ab9b-25c23bc0721b,26cfd98e-eeac-41e8-94a4-0b577e95c592
656b40b2-0767-4eb1-8d5b-f4e4670762bb,90f5bc6c-db13-4a04-ab9b-25c23bc0721b,278328f8-570f-4c7d-ae38-dfd3b10a5664
a1bcedcb-3ae8-4897-b9c9-f760ac76c5ac,d647c8b6-d343-4c4a-ab64-52b48411791d,26cfd98e-eeac-41e8-94a4-0b577e95c592
3181dd74-1162-496a-825d-137c0a87c241,d647c8b6-d343-4c4a-ab64-52b48411791d,278328f8-570f-4c7d-ae38-dfd3b10a5664
2bb45318-69f9-4252-9dec-82ce96f25523,4f6bc6c5-102e-4536-991a-7520d0fdb100,26cfd98e-eeac-41e8-94a4-0b577e95c592
12139593-2dc1-4dec-8d2d-4c2208827d73,4f6bc6c5-102e-4536-991a-7520d0fdb100,278328f8-570f-4c7d-ae38-dfd3b10a5664
454624d0-1649-4d3d-ba1c-f06525642971,0dd22d43-f0bc-4e68-805e-dfeaab2b0546,26cfd98e-eeac-41e8-94a4-0b577e95c592
7a5ae339-da4d-46bd-b3fe-50e3fb91447c,0dd22d43-f0bc-4e68-805e-dfeaab2b0546,278328f8-570f-4c7d-ae38-dfd3b10a5664
54c81561-8f07-446a-9a47-de14738eb83c,8be21f34-e56f-435a-a1ec-6a2a1c3e6fc1,26cfd98e-eeac-41e8-94a4-0b577e95c592
83ead9a8-eaba-4c21-9faf-2e5aaa68e9ba,8be21f34-e56f-435a-a1ec-6a2a1c3e6fc1,278328f8-570f-4c7d-ae38-dfd3b10a5664
bdc90990-b021-4c6e-b769-74c13b810306,5d62869e-409e-4964-8403-60271e13f27e,26cfd98e-eeac-41e8-94a4-0b577e95c592
097c7007-df19-462f-b6a2-3f4a983ade03,5d62869e-409e-4964-8403-60271e13f27e,278328f8-570f-4c7d-ae38-dfd3b10a5664
8b45fe94-0a71-43f1-ac99-9bb925302b3a,374086a0-3243-4459-93c7-d6a70f3eb421,26cfd98e-eeac-41e8-94a4-0b577e95c592
c083bdb5-f969-4621-9200-493914079206,374086a0-3243-4459-93c7-d6a70f3eb421,278328f8-570f-4c7d-ae38-dfd3b10a5664
9de68b9b-d57d-4e0d-b9d8-9049ab4efa6b,593c7a18-83bc-4055-9924-36bd16a4da47,26cfd98e-eeac-41e8-94a4-0b577e95c592
44147e52-ed57-4690-9a11-1e32474f8964,593c7a18-83bc-4055-9924-36bd16a4da47,278328f8-570f-4c7d-ae38-dfd3b10a5664
2238600b-101a-4d02-9d40-0f6941e25ea6,4ec27198-8d14-4c84-b889-72b478a90649,26cfd98e-eeac-41e8-94a4-0b577e95c592
12796fcb-6f38-4e75-9011-32bdc5be8a60,4ec27198-8d14-4c84-b889-72b478a90649,278328f8-570f-4c7d-ae38-dfd3b10a5664
0d21f378-a6ca-4869-8f72-81327f168ed8,6e34a1a8-8f7b-4ad8-b1c1-179b0541d83b,26cfd98e-eeac-41e8-94a4-0b577e95c592
8e28e7ad-a4e5-4d3a-9b76-0673704e4357,6e34a1a8-8f7b-4ad8-b1c1-179b0541d83b,278328f8-570f-4c7d-ae38-dfd3b10a5664
773f4911-ac47-4b2b-964a-6c8049352d23,5397df2d-f68b-4060-a725-e2c083858489,26cfd98e-eeac-41e8-94a4-0b577e95c592
ecb06f7d-8b30-4fb0-b478-731fe8523660,5397df2d-f68b-4060-a725-e2c083858489,278328f8-570f-4c7d-ae38-dfd3b10a5664
6b5bd281-71fd-42ae-a93d-f0de0781cd5f,fd6bce44-8a7a-4405-b90b-f2c76731e5fd,26cfd98e-eeac-41e8-94a4-0b577e95c592
b7ed5ac7-c72b-4d41-94ed-41f0b5f41d13,fd6bce44-8a7a-4405-b90b-f2c76731e5fd,278328f8-570f-4c7d-ae38-dfd3b10a5664
491cc7e9-d9e7-4c96-a828-6a0adf4a6b97,da396582-8282-4cc4-99f0-34176c59bd17,26cfd98e-eeac-41e8-94a4-0b577e95c592
b121714e-392a-49d8-ba43-b4f32769e73f,da396582-8282-4cc4-99f0-34176c59bd17,278328f8-570f-4c7d-ae38-dfd3b10a5664
