name,latitude,longitude,address,provider,connectors,online,kilowatts,twenty_four_hours
5 Science Park Drive,1.292592647,103.7865184,"5 Science Park Dr, Singapore 118265",SPMobility,4,TRUE,20,TRUE
Bukit Panjang Plaza,1.380329194,103.7640837,"1 Jelebu Rd, Singapore 677743",SPMobility,4,TRUE,19,FALSE
Carros Centre,1.430885358,103.7525577,"60 Jln Lam Huat, Singapore 737869",SPMobility,6,TRUE,13,TRUE
Singapore Polytechnic T11A ,1.310150862,103.7791595,500 Dover Road Singapore 139651,SPMobility,4,TRUE,27,FALSE
Westgate,1.334378362,103.7427826,3 Gateway Drive Singapore 608532,SPMobility,4,TRUE,8,FALSE
Six Battery Road,1.285387754,103.8516617,6 Battery Road Singapore 049909,SPMobility,1,TRUE,16,FALSE
21 Collyer Quay,1.285179257,103.8527527,21 Collyer Quay Singapore 049320,SPMobility,1,TRUE,15,FALSE
CapitaSky,1.277032375,103.8479614,79 Robinson Road Singapore 068897,SPMobility,4,TRUE,9,FALSE
Capital Tower,1.277702451,103.8475342,168 Robinson Road Singapore 068912,SPMobility,1,TRUE,13,FALSE
CapitaGreen,1.282414675,103.8502808,138 Market Street Singapore 048946,SPMobility,2,TRUE,11,FALSE
Copthorne King’s Hotel,1.288288474,103.8366165,403 Havelock Road Singapore 169632,SPMobility,3,TRUE,22,FALSE
Gardens by the Bay - Bayfront Plaza,1.27926445,103.8600388,18 Marina Gardens Drive Singapore 018953,SPMobility,2,TRUE,35,FALSE
Gardens by the Bay - Main Entrance Carpark,1.281168342,103.8657227,18 Marina Gardens Drive Singapore 018953,SPMobility,5,TRUE,42,FALSE
Fortune Centre,1.30028224,103.8526993,190 Middle Road Singapore 188979,SPMobility,4,TRUE,14,FALSE
M Hotel,1.273766994,103.8450394,81 Anson Road Singapore 079908,SPMobility,4,TRUE,7,FALSE
Orchard Building,1.301448822,103.8372498,1 Grange Road Singapore 239693,SPMobility,4,TRUE,16,FALSE
Studio M Hotel,1.290815353,103.8391724,3 Nanson Road Singapore 238910,SPMobility,3,TRUE,14,FALSE
Quayside Isle,1.247928262,103.8417282,31 Ocean Way Singapore 098375,SPMobility,4,TRUE,13,FALSE
UOB Plaza 1,1.28538394,103.850563,80 Raffles Place Singapore 048624,SPMobility,3,TRUE,11,FALSE
Novena Square,1.319931507,103.8443069,238 Thomson Road Singapore 307683,SPMobility,6,TRUE,13,FALSE
Sentosa Cove,1.248776317,103.8405533,1 Cove Avenue Singapore 098537,SPMobility,5,TRUE,12,FALSE
Waterfront Plaza,1.290516257,103.8350296,390A Havelock Road,SPMobility,4,TRUE,16,FALSE
Orchard Hotel,1.307532191,103.828598,442 Orchard Road Singapore 238879,SPMobility,5,TRUE,13,FALSE
King’s Centre,1.289608717,103.8358917,390 Havelock Road Singapore 169662,SPMobility,4,TRUE,13,FALSE
Marina One,1.277346492,103.8536072,23 Marina Way Singapore 018979,SPMobility,5,TRUE,10,FALSE
Palais Renaissance,1.306649208,103.8295059,390 Orchard Road Singapore 238871,SPMobility,3,TRUE,18,FALSE
Funan,1.29113543,103.8501511,107 North Bridge Road Singapore 179105,SPMobility,4,TRUE,5,FALSE
The Atrium Orchard,1.299974322,103.8453522,60A Orchard Road Singapore 238890,SPMobility,4,TRUE,18,FALSE
Raffles City Singapore,1.293506145,103.8528061,252 North Bridge Road Singapore 179103,SPMobility,4,TRUE,22,FALSE
Clarke Quay Central,1.289025187,103.846611,6 Eu Tong Sen Street Singapore 059817,SPMobility,4,TRUE,19,FALSE
Compass One,1.391903996,103.8946304,1 Sengkang Square Singapore 545078,SPMobility,5,TRUE,11,FALSE
NSRCC Kranji,1.424132347,103.728302,50 Neo Tiew Lane 3,SPMobility,4,TRUE,12,FALSE
351 on Braddell,1.343484044,103.8454895,351 Braddell Road Singapore 579713,SPMobility,2,TRUE,15,FALSE
Singapore Island Country Club,1.358946204,103.818985,180 Island Club Road Singapore 578774,SPMobility,2,TRUE,29,FALSE
City Square Mall,1.311398149,103.8565903,180 Kitchener Road Singapore 208539,SPMobility,4,TRUE,16,FALSE
Edward Boustead Centre,1.33287859,103.8922501,82 Ubi Avenue 4 Singapore 408832,SPMobility,4,TRUE,22,FALSE
Temasek Polytechnic Carpark E,1.347548366,103.9301224,21 Tampines Avenue 1 Singapore 529757,SPMobility,8,TRUE,29,FALSE
NSRCC Changi,1.318152666,103.975296,10 Changi Coast Walk,SPMobility,10,TRUE,12,FALSE
Orchard Central Supercharger,1.3007,103.83978,"181 Orchard Rd, Singapore, Singapore, 238896",Plugshare,3,TRUE,250,TRUE
"Nissan Showroom, Johor Jaya",1.529448,103.816505,"1, Jalan Johor Jaya, Taman Perindustrian Plentong, 81750‎ Masai, ‎Johor, Malaysia",Plugshare,1,FALSE,,FALSE
Hard Rock Hotel Desaru Coast,1.540211,104.264246,"Jln Pantai 3, 81930 Bandar Penawar, Johor, Malaysia",Plugshare,1,TRUE,50,TRUE
Jade Garden Seafood Corner,1.348106,104.224009,"Lot 4785, 1 Jalan Siakap, Kampung Sungai Rengit, 81620, Pengerang, Johor",Plugshare,1,FALSE,,FALSE
Causeway Point Supercharger,1.436111,103.786496,"1 Woodlands Square, Singapore 738099",Plugshare,3,TRUE,250,TRUE
"seri negeri (government building, public carpark)",1.545174,103.55988,"seri negeri (government building, public carpark)",Plugshare,1,FALSE,,FALSE
"Gentari @ XPark Sunway Iskandar (22 kW AC, 60 kW DC)",1.3953,103.62577,"Jalan Medini Selatan 2 Medini Zone F, Bandar Medini Iskandar, 79250 Nusajaya, Johor, Malaysia",Plugshare,1,FALSE,,TRUE
Waterway Point Supercharger,1.406303,103.901878,"83 Punggol Central, Singapore, Singapore, 828761",Plugshare,3,TRUE,250,TRUE
Century Square Supercharger,1.35235,103.943846,"2 Tampines Central 5, Singapore, Singapore, 529509",Plugshare,3,TRUE,250,TRUE
Volvo Pekin Auto,1.516984,103.674438,"PTD 144228, Taman Sutera Utama, 81300 Skudai, Johor, Malaysia",Plugshare,2,FALSE,,TRUE
Block 15 Woodlands Loop,1.449289,103.809175,"15 Woodlands Loop, Woodlands‎ 738322, Singapore",Plugshare,1,FALSE,,FALSE
Goldbell Tuas,1.321866,103.639587,"8 Tuas Avenue 18, Singapore 638892",Plugshare,2,TRUE,50,TRUE
Four Points By Sheraton Desaru (22 kW AC),1.576196412,104.2056669,"Jalan Kempas 2, Taman Desaru Utama, Bandar Penawar, Malaysia, 81930",Plugshare,3,FALSE,,FALSE
Katong V Supercharger,1.302678,103.903352,"30 East Coast Road, Singapore, Singapore, 428751",Plugshare,3,TRUE,250,TRUE
Carros Centre,1.43148,103.75279,"60 Jln Lam Huat, Singapore 737869",Plugshare,3,TRUE,43,TRUE
Setia Eco Garden Sales Gallery [22kWAC],1.491739236,103.5854111,"Persiaran Lam Setia Utama, Setia Eco Garden, Gelang Patah, Johor, Malaysia",Plugshare,1,FALSE,,FALSE
Shell Choa Chua Kang,1.385636,103.746452,"20 Choa Chu Kang Dr, Singapore 689717",Plugshare,1,TRUE,50,TRUE
Eikoh Roller International (S) Pte Ltd,1.290889,103.624422,45 Tuas View Loop Singapore 637699,Plugshare,1,FALSE,,TRUE
Petronas R&R Gelang Patah Southbound (22 kW AC),1.386627,103.593256,"LINKEDUA Malaysia - Singapura, 81550, Gelang Patah",Plugshare,1,FALSE,,FALSE
Hyundai Skudai Kiri,1.48965,103.711027,"Kampung Skudai Kiri, 81200 Johor Bahru, Johor, Malaysia",Plugshare,2,FALSE,,FALSE
Renaissance Hotel JB,1.49444089,103.8114982,"No. 53-01 & 55, 01, Jalan Permas 10/1, Bandar Baru Permas Jaya, 81750 Masai, Johor, Malaysia",Plugshare,6,FALSE,,FALSE
Zenith Lifestyle Mall (11 kW AC; 50 kW DC),1.4635729,103.7622119,"82C, Jalan Trus, Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",Plugshare,3,FALSE,,TRUE
"EcoWorld Gallery (1 x 22 kW, 1 x 3.7 kW)",1.578823,103.722933,"81100‎ Tebrau‎ Johor, Malaysia",Plugshare,2,FALSE,,FALSE
Singapore Zoo,1.404922,103.78798,"Mandai Lake Road 80, 729826 Singapore",Plugshare,8,TRUE,11,TRUE
Bedok Point,1.324702,103.932418,799 Upper Changi Road ,Plugshare,2,FALSE,,FALSE
ACO HQ Johor Bahru (180kW),1.535961,103.75342,"14, Jalan Firma 3, Kawasan Perindustrian Tebrau 4, 81100 Johor Bahru, Johor, Malaysia",Plugshare,3,FALSE,,TRUE
NTU Research Techno Plaza,1.343423,103.679373,"50 Nanyang Ave, Singapore 639798",Plugshare,2,FALSE,,FALSE
Petronas Pasir Gudang Highway 3 (1 x 22 kW),1.522925,103.731079,"81800‎ Kota Tinggi‎ Johore, Malaysia",Plugshare,1,FALSE,,FALSE
Juice+: Changi Airport Terminal 2,1.352961,103.988037,9X3Q+56 Singapore,Plugshare,3,FALSE,,TRUE
Tagore 23,1.386026,103.828227,"23 Tagore Ln, Singapore 787601",Plugshare,2,TRUE,50,TRUE
Jen Johor Puteri Harbour (2 x 22 kW),1.417565,103.656614,"Persiaran Puteri Selatan, 79000 Perkampungan (Felcra) Tebing Runtuh, Johore, Malaysia",Plugshare,2,FALSE,,FALSE
Harvest@Woodlands by EVone Charging,1.4514023,103.7914704,"280 Woodlands Industrial Park E5, Singapore 757322",Plugshare,1,FALSE,,TRUE
BMW Auto Bavaria Tebrau,1.54998,103.792759,"3B, Persiaran Desa Tebrau, Taman Desa Tebrau, 81100 Johor Bahru, Johor, Malaysia",Plugshare,2,TRUE,90,TRUE
Palkom Motors,1.530922,103.780719,"No. 1, Jalan Kota Tinggi, Batu 7 1/4, Taman Pandan, Johor, Kawasan Perindustrian Pandan, 81100 Johor Bahru, Johor, Malaysia",Plugshare,2,TRUE,40,TRUE
Shell Dunearn University,1.323543,103.817429,"288 Dunearn Rd, Singapore 299557",Plugshare,1,TRUE,43,TRUE
Petronas Kawasan Perindustrian Kota Puteri (22 kW AC),1.506207,103.842717,"Petronas, Kawasan Perindustrian Kota Puteri, 81750 Masai, Johor, Malaysia",Plugshare,1,FALSE,,FALSE
home,1.493149,103.860469,Taman Bukit Rinting ,Plugshare,1,FALSE,,FALSE
West Coast Plaza Supercharger,1.303732,103.76663,"154 West Coast Road, Singapore, 127371",Plugshare,3,TRUE,250,TRUE
The Star Vista Supercharger,1.306932,103.788222,"1 Vista Exchange Green, Singapore 138617",Plugshare,3,TRUE,250,TRUE
HSL Waterfront @ Penjuru,1.305972,103.730418,"42D Penjuru Road, Singapore 609162",Plugshare,4,FALSE,,FALSE
Nordcom One,1.444324,103.814023,"5a Gambas Cres, Singapore",Plugshare,5,TRUE,22,TRUE
SICC Island SP Charger,1.35895,103.819354,"180 Island Club Rd, Singapore 578774",Plugshare,2,FALSE,,TRUE
Millenia Walk Supercharger,1.292254,103.859707,"9 Raffles Blvd, Singapore 039596",Plugshare,3,TRUE,250,TRUE
Shell Boon Lay,1.343959,103.707764,"2 Boon Lay Ave, Singapore 649960",Plugshare,1,TRUE,50,TRUE
"Sand & Sandals Resort, Desaru (MyEVOC 1x 22 kW)",1.560694,104.253109,"29, Jalan Desaru, Desaru, 82200 Bandar Penawar, Johor, Malaysia",Plugshare,1,FALSE,,FALSE
Shell Yishun,1.430866,103.833008,"1 Yishun Street 11, Singapore 768642",Plugshare,1,TRUE,50,TRUE
Orchid Country Club,1.41139,103.84436,"Orchid Club Road 1, 769162 Singapore",Plugshare,1,TRUE,43,TRUE
Shell 648 Dunearn Rd,1.3309944,103.7991123,648 Dunearn Road,Plugshare,2,FALSE,,TRUE
Juice+: Gain City Sungei Kadut,1.412927,103.7459779,"71 Sungei Kadut Dr, Level 2, Singapore 729577",Plugshare,2,FALSE,,TRUE
Biopolis,1.303518,103.792513,31 Biopolis Way Singapore 138668,Plugshare,1,FALSE,,FALSE
City Square Mall (2),1.311323494,103.8563217,"180 Kitchener Rd, Singapore 208539",Plugshare,2,TRUE,250,TRUE
Republic Plaza,1.283519,103.850595,"9 Raffles Place, Singapore 048619",Plugshare,2,TRUE,43,TRUE
Business Aviation Complex,1.417807,103.863333,"700 West Camp Road, Singapore",Plugshare,1,FALSE,,FALSE
Bukit Panjang Plaza,1.379987,103.764397,"1 Jelebu Rd, Singapore 677743",Plugshare,2,TRUE,7.4,TRUE
CDG Engie - Singapore University Of Social Sciences (SUSS/SIM),1.329017,103.776129,"Singapore, Clementi Rd, #463号SG",Plugshare,4,FALSE,,TRUE
Sembawang Country Club,1.418225,103.815461,"249 Sembawang Rd, Singapore 758352",Plugshare,2,TRUE,43,TRUE
KSL City Mall,1.485534,103.762308,"Jalan Beruang, 80250 Taman Tasek, Johore, Malaysia",Plugshare,5,FALSE,,FALSE
SP Group: CSC Changi,1.391529077,103.9852026,"2 Netheravon Rd, Singapore 508503",Plugshare,2,FALSE,,FALSE
BlueSG open to EVs: BLK 476 Upp Serangoon View,1.377267,103.903628,"476 Upper Serangoon View, Singapore 530476",Plugshare,4,FALSE,,FALSE
Penjuru Close #01-11by EVone Charging,1.313091,103.731755,28F Penjuru Close #01-11,Plugshare,2,FALSE,,TRUE
Corporation Place,1.32602,103.719828,"2 Corporation Rd, Singapore 618494",Plugshare,2,TRUE,50,TRUE
Shell Bukit Batok,1.350191,103.738495,"11 Bukit Batok West Ave 3, Singapore 659166",Plugshare,1,TRUE,50,TRUE
"BlueSG open to EVs: Blk 212, Serangoon Ave 4",1.356931,103.873222,"212 Serangoon Ave 4, Singapore 550212",Plugshare,4,FALSE,,FALSE
Johor Premium Outlets (3.7 kW AC),1.60292,103.622421,"Jalan Premium Outlets, 81400 Senai, Johore, Malaysia",Plugshare,4,FALSE,,FALSE
Marina Bay Cruise Center Singapore,1.266151,103.860488,"Marina Coastal Drive, Singapore",Plugshare,3,FALSE,,FALSE
Thistle Hotel Multi Level Car Park (3 pin),1.462316,103.74322,"Jalan Sungai Chat, Sri Gelam, 80100 Johor Bahru, Johor, Malaysia",Plugshare,1,FALSE,,FALSE
"BlueSG open to EVs: Blk 678A, Choa Chu Kang Crescent",1.401979,103.745077,"678A Choa Chu Kang Cres, Singapore 681678",Plugshare,4,FALSE,,FALSE
Shell Bukit Batok,1.347825,103.764854,"28 Bukit Batok East Ave 6, Singapore 659760",Plugshare,1,TRUE,43,TRUE
Temasek Club,1.346985,103.780824,"131 Rifle Range Rd, #04-04, Singapore 588406",Plugshare,4,FALSE,,TRUE
Eco Spring,1.588156,103.757771,"2, Jalan Ekoflora Utama, 81100 Johor Bahru, Johor, Malaysia",Plugshare,2,FALSE,,FALSE
Starbucks Seri Austin DT,1.575883,103.747829,"Jalan Seri Austin 1, Taman Seri Austin, 81100 Johor Bahru, Johor",Plugshare,2,TRUE,22,FALSE
Starbucks Shell Seri Alam DT (22 kW AC),1.510795489,103.8776413,"Bandar Baru Seri Alam, 81750 Masai, Johor, Malaysia",Plugshare,1,FALSE,,FALSE
MEDINI 7 CORPORATE OFFICE (1 x 3.7 kW),1.413718,103.628348,"Jalan Medini Sentral 5, Bandar Medini Iskandar Malaysia, 79250, Iskandar Puteri",Plugshare,1,FALSE,,FALSE
WATT - The Rochelle,1.332928,103.790957,"188 Keng Lee Rd, Singapore 308414",Plugshare,2,FALSE,,FALSE
Tanah Merah Country Club Garden Course,1.328246,103.979775,"25 Changi Coast Road, Singapore 499803",Plugshare,6,FALSE,,FALSE
MYDIN Mutiara Rini (3 x 22 kW AC),1.51514742,103.6353126,"7, Persiaran Jaya 1, Mutiara Rini, 81300 Johor Bahru, Johor, Malaysia",Plugshare,3,FALSE,,FALSE
Petronas Toll Skudai Northbound,1.579332,103.650349,"81400 Tampoi, Johore, Malaysia",Plugshare,3,FALSE,,FALSE
Charge+: Ci Yuan Community Club Basement Carpark,1.375239,103.882883,51 Hougang Avenue 9 Singapore 538776,Plugshare,2,FALSE,,TRUE
Singapore Polytechnic,1.309943,103.777368,"500 Dover Rd, Singapore 139651",Plugshare,2,TRUE,43,TRUE
West Park BizCentral,1.315185,103.695214,"32 Pioneer Cres, Singapore 628561",Plugshare,2,TRUE,50,TRUE
MapleTree Pionner Logistics Hub,1.317787188,103.6533904,76 Pionner Road ,Plugshare,2,FALSE,,TRUE
SP Group: Techplace II,1.377181,103.866439,"5012 Ang Mo Kio Ave 5, Singapore 569872",Plugshare,2,FALSE,,TRUE
Tanah Merah Ferry Terminal,1.31412,103.9876,"50 Tanah Merah Ferry Rd, Singapore 498833",Plugshare,5,FALSE,,FALSE
DC Fast Charger @JEGS (Coming Soon),1.303421,103.686712,"45 Shipyard Rd, 45, Singapore 628136",Plugshare,2,FALSE,,FALSE
Sunway Citrine Hub (3 pin),1.390931,103.639452,"Persiaran Medini 3, Sunway City Iskandar Puteri, 79250 Iskandar Puteri, Johor, Malaysia",Plugshare,3,FALSE,,FALSE
Shell Ang Mo Kio,1.367883,103.844826,"3535 Ang Mo Kio Ave 6, Singapore 569839",Plugshare,1,TRUE,50,TRUE
SP Group: Temasek Polytechnic Carpark E,1.347611,103.930455,"33 Tampines Ave 1, Singapore",Plugshare,4,FALSE,,TRUE
Gardens by the Bay - Main Entrance Carpark,1.281584,103.866253,18 Marina Gardens Dr,Plugshare,4,FALSE,,TRUE
Woodlands Industrial Park,1.451869,103.796326,"158 Woodlands Industrial Park E5, Singapore 757867",Plugshare,1,FALSE,,FALSE
Shell Punggol,1.404761,103.906631,"821 Punggol Rd, Singapore 829169",Plugshare,1,TRUE,43,TRUE
"BlueSG open to EVs: Blk 346, Bt Batok St 34",1.362406,103.750959,"347 Bukit Batok Street 34, Singapore 650347",Plugshare,4,FALSE,,FALSE
"BlueSG open to EVs: Blk 472, Fernvale Street",1.397119,103.881632,"472 Fernvale St, Singapore 792472",Plugshare,4,FALSE,,FALSE
BlueSG open to EVs: 417 Pasir Ris Dr 6,1.372044,103.955051,"417 Pasir Ris Drive 6, Singapore 510417",Plugshare,4,FALSE,,FALSE
Tada Station,1.359834,103.833595,"40 Sin Ming Lane, Midview City, Singapore 573958",Plugshare,1,FALSE,,TRUE
BlueSG Charger (4.8kW AC),1.31248,103.874478,"114A Lor 3 Geylang, Singapore 382114 Lor 3 Geylang, Singapore 382114",Plugshare,4,FALSE,,FALSE
Shell Telok Blangah,1.270457,103.812772,"450 Telok Blangah Road, Singapore 098857",Plugshare,1,FALSE,,TRUE
Shell Recharge Geylang Rd,1.311974723,103.8755682,203 Geylang Road ,Plugshare,1,FALSE,,TRUE
BlueSG open to EVs: 21 Jalan Masjid,1.320339,103.912298,"21 Jln Masjid, Singapore 418946",Plugshare,4,FALSE,,FALSE
Starbucks Bandar Seri Alam DT (22 kW AC),1.496464,103.871663,"8, Jln Suria, Bandar Baru Seri Alam, 81750 Masai, Johor",Plugshare,1,TRUE,22,FALSE
Aste Global -1 Tuas Link 1 by EVone Charging,1.333440869,103.6383892,"1 Tuas Link 1, Singapore 638583",Plugshare,1,FALSE,,TRUE
Shell Sengkang,1.391564,103.892738,"61 Sengkang E Rd, Singapore 545015",Plugshare,1,TRUE,50,TRUE
Shell Serangoon Gardens,1.363386,103.867302,"49 Serangoon Garden Way, Singapore 555944",Plugshare,1,FALSE,,TRUE
Techplace I,1.360599,103.856128,"4008 Ang Mo Kio Ave 10, Singapore 569625",Plugshare,1,TRUE,43,TRUE
Paradigm Mall JB,1.515891,103.685631,"Lot no. 4FK-12, 4th floor, Paradigm Mall, Taman Bukit Mewah, 81200 Johor Bahru, Johor, Malaysia",Plugshare,3,FALSE,,FALSE
Hougang Mall,1.3725894,103.8937225,90 Hougang Avenue 10,Plugshare,1,FALSE,,TRUE
"BlueSG open to EVs: Blk 129A, Bt Merah View",1.283617,103.823466,"129A Bukit Merah View, Singapore 151129",Plugshare,4,FALSE,,FALSE
Charge+: Woodlands Waterfront Carpark,1.451662,103.778802,FQ2H+MG Singapore,Plugshare,2,FALSE,,FALSE
Charge+: 29A Marsiling Drive,1.442634,103.772981,"29A Marsiling Dr, Singapore 731029",Plugshare,3,FALSE,,FALSE
Great World Supercharger,1.293346,103.832078,"1 Kim Seng Promenade, Singapore 237994",Plugshare,3,TRUE,250,TRUE
"BlueSG open to EVs: Blk 512A, Serangoon North Ave 4",1.370763,103.875194,"512A Serangoon North Ave 4, Singapore 551512",Plugshare,4,FALSE,,FALSE
Shell Dunman,1.309945,103.901031,"No. 743 Dunman Rd, Singapore 439241",Plugshare,1,TRUE,43,TRUE
Pioneer Centre,1.3326227,103.6969065,"1 Soon Lee St, Singapore 627605",Plugshare,1,TRUE,120,TRUE
National Service Resort & Country Club,1.317675,103.974319,"10 Changi Coast Walk, Singapore 499739",Plugshare,10,FALSE,,FALSE
"BlueSG open to EVs: Blk 31A, Eunos Crescent",1.320107,103.901609,"31A Eunos Cres, Singapore 401031",Plugshare,4,FALSE,,FALSE
"BlueSG open to EVs: BLK 241A, Bt Batok East Ave 5",1.350628,103.755377,"239 Bukit Batok East Ave 5, Block 239, Singapore 650239",Plugshare,4,FALSE,,FALSE
Juice+: Marina Country Club,1.415565,103.899791,11 Northshore Drive Singapore 828670,Plugshare,1,FALSE,,TRUE
CDG 455A Segar Rd,1.387690449,103.7713341,"455A Segar Rd, 新加坡 671455",Plugshare,1,FALSE,,FALSE
CDGE: 57A Teban Gardens Road,1.322502,103.737148,"57A Teban Gardens Rd, Singapore 601057",Plugshare,3,FALSE,,FALSE
BlueSG open to EVs: Blk 4 Queens Road,1.319338,103.808723,"4 Queen's Rd, Singapore 260004",Plugshare,4,FALSE,,FALSE
"BlueSG open to EVs: Blk 112, Bishan Street 12",1.346635,103.848961,"112 Bishan Street 12, Singapore 570112",Plugshare,4,FALSE,,FALSE
Charge+: Les Mains Patisserie,1.315606,103.925587,47 Jalan Tua Kong Singapore 457247,Plugshare,1,FALSE,,FALSE
Shell Newton Hooper,1.311417,103.843102,"150 Bukit Timah Rd, Singapore 229846",Plugshare,1,TRUE,50,TRUE
Upper Bukit Timah Shell Recharge,1.338447451,103.77691,"35 Upper Bukit Timah Rd, Singapore 588166",Plugshare,2,FALSE,,TRUE
Charge+ (in operation) (Coming Soon),1.437431,103.801205,"644A Woodlands Ring Rd, Singapore 731644",Plugshare,3,FALSE,,FALSE
Techlink,1.33594,103.905571,"31 Kaki Bukit Rd 3, Singapore 417818",Plugshare,2,TRUE,50,TRUE
Sengkang Grand Mall,1.3818507,103.8927293,70 Compassvale Bow Singapore 544692,Plugshare,4,FALSE,,TRUE
Up@Robertson Quay,1.290676,103.837616,"75 Robertson Quay, Singapore 238238",Plugshare,2,FALSE,,FALSE
SP Group: Rivervale Mall,1.392337,103.904346,"11 Rivervale Crescent, Singapore 545082",Plugshare,6,FALSE,,TRUE
"BlueSG open to EVs: Blk 334, Clementi Ave 2",1.314714,103.768249,"334 Clementi Ave 2, Singapore 120334",Plugshare,4,FALSE,,FALSE
700A Pasir Ris Drive 10,1.380776334,103.9385398,511700,Plugshare,3,FALSE,,FALSE
Caltex Jurong spring,1.349641,103.71487,"100 Jurong West Ave 1, Singapore 649519",Plugshare,1,FALSE,,TRUE
LHN Energy Phoenix Park,1.29804,103.816568,"318 Tanglin Rd, Singapore 247979",Plugshare,1,FALSE,,FALSE
National Heart Center,1.281513,103.836831,"17 Third Hospital Avenue, Singapore",Plugshare,1,FALSE,,FALSE
BlueSG open to EVs: Across 343 Telok Kurau Road,1.308638,103.912318,"21A St. Patrick's Road, Singapore 424143",Plugshare,4,FALSE,,FALSE
"BlueSG open to EVs: Blk 230, Jurong East St 21",1.341795,103.737547,"230 Jurong East Street 21, Singapore 600231",Plugshare,4,FALSE,,FALSE
Resorts World Sentosa,1.257043,103.820353,"8 Sentosa Gateway, Singapore 098269",Plugshare,3,TRUE,50,TRUE
SP: Vivocity,1.264843,103.823285,"1 HarbourFront Walk, Singapore 098585",Plugshare,4,FALSE,,TRUE
Connexion,1.312553,103.854282,"1 Farrer Park Station Rd, Singapore 217562",Plugshare,2,TRUE,43,TRUE
GoParkin: Union Gas building,1.350622,103.89087,"89 Defu Lane 10, Singapore 539220",Plugshare,2,FALSE,,TRUE
Charge+: Defu Industrial City,1.344882732,103.8967512,2 Defu South Street 1,Plugshare,3,FALSE,,TRUE
ESSO Pioneer,1.312940252,103.6873451,19 Pioneer Road S628499,Plugshare,2,FALSE,,TRUE
The Concourse,1.30136,103.862236,"300 Beach Rd, Singapore 199555",Plugshare,1,TRUE,3.7,FALSE
"BlueSG open to EVs: Blk 854A, Jurong West St 81",1.347799,103.696657,"854A Jurong West Street 81, Singapore 641854",Plugshare,4,FALSE,,FALSE
BlueSG open to EVs: Blk 265 Yishun St 22,1.436903,103.838345,"266 Yishun Street 22, Singapore 760266",Plugshare,4,FALSE,,FALSE
Singapore Polytechnic MSCP,1.311246,103.776681,"Dover Road, Commonwealth‎ 13, Singapore",Plugshare,1,FALSE,,FALSE
Autobacs Ubi,1.33314,103.896672,"10 Ubi View, Singapore 408543",Plugshare,2,TRUE,43,TRUE
KED ENERGY PTE LTD,1.336371265,103.7546585,"48 Toh Guan Rd E, Singapore 608586",Plugshare,3,FALSE,,TRUE
CDG Engie: West Coast Park (McDonald’s),1.297562,103.763779,"71 W Coast Hwy, Singapore 126844",Plugshare,2,FALSE,,FALSE
Shell,1.331795,103.888855,"255 Paya Lebar Rd, Singapore 409037",Plugshare,1,TRUE,50,TRUE
CDGE: Esso Upper Aljunied,1.332267826,103.8790348,"373 Upper Aljunied Rd, Singapore 367859",Plugshare,1,FALSE,,TRUE
"BlueSG open to EVs: Blk 903, Jurong West St 91",1.33961,103.686232,"903 Jurong West Street 91, Singapore 640903",Plugshare,4,FALSE,,FALSE
"BlueSG open to EVs: Blk 117, Commonwealth Drive",1.306944,103.799533,"117 Commonwealth Cres, Singapore",Plugshare,4,FALSE,,FALSE
UE Square Tower (red zone),1.293274,103.84234,"205 River Valley Rd, Singapore 238274",Plugshare,2,FALSE,,TRUE
"BlueSG open to EVs: Blk 966A, Hougang Ave 9",1.377945,103.877754,"966A Hougang Avenue 9, Singapore 531966",Plugshare,4,FALSE,,FALSE
"BlueSG open to EVs: Blk 326, Ubi Ave 1",1.32726,103.904208,"327 Ubi Ave 1, Block 327, Singapore 400327",Plugshare,4,FALSE,,FALSE
BlueSG open to EVs: BLK 853 Yishun Ring Road,1.416467,103.836745,"853 Yishun Ring Road, Singapore 760853",Plugshare,1,FALSE,,FALSE
BlueSG open to EVs: Blk 513 Yishun Street 51,1.415948,103.8442,"513c Yishun Street 51, Singapore 760513",Plugshare,4,FALSE,,FALSE
LHN Energy Raeburn Park,1.273106,103.833155,"10 Raeburn Park, Singapore 088702",Plugshare,1,FALSE,,FALSE
135A Pasir Ris Street 11,1.364802,103.956863,135A Pasir Ris Street 11,Plugshare,3,FALSE,,FALSE
SP Group: Jewel Changi Airport,1.360699,103.989603,78 Airport Boulevard Singapore 819666,Plugshare,6,TRUE,22,FALSE
Tanah Merah Country Club Tampines Course,1.32701961,103.9699416,151 Xilin Avenue,Plugshare,9,FALSE,,FALSE
Mapletree,1.3192148,103.6882628,21 benoi sector,Plugshare,2,FALSE,,FALSE
SPC Bukit Batok,1.343242791,103.7583437,"50 Bukit Batok East Ave 3, Singapore 659879",Plugshare,1,FALSE,,TRUE
Expo Carpark D,1.333976255,103.9583871,1 Expo drive ,Plugshare,5,FALSE,,TRUE
CDG 787A Choa Chu Kang Dr,1.395113396,103.7476611,"787A Choa Chu Kang Dr, 新加坡 680787",Plugshare,1,FALSE,,FALSE
LHN Energy,1.372804,103.763206,794 Upper Bukit Timah Road,Plugshare,1,FALSE,,FALSE
CDGE: 117 Alkaff Crescent,1.336864883,103.8730202,"117 Alkaff Cres, Singapore 341115",Plugshare,3,FALSE,,FALSE
