id,id_charger,id_connector_type,in_use,output_current
ff211aa8-f0ef-4bdc-b9fa-ecae4798bd28,265d458d-1207-470b-86b4-83b0ab9bd0b6,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
2c2ac0ac-94f3-402f-8d27-842612c7e455,0084f95d-a38b-4edb-8435-054e6de384b7,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
ffe30c70-a6b7-4ac7-8a9b-7bad7b2eb2e4,0b572de9-0d91-44d4-9901-b6e4f1b0d80b,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
544d074d-e7a5-449c-bfe4-8cdde40b7cea,732656cf-954e-41fc-aa60-5db95e338ae5,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
d54a179c-58bf-4424-ac85-55743a454a9d,732656cf-954e-41fc-aa60-5db95e338ae5,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
ca0e0403-c856-40c6-ac19-3af1af97ba30,b1da46ab-370f-40ec-84a1-d6c64820c1bf,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
b6359102-d81a-4a9f-9038-7aac7319d116,b1da46ab-370f-40ec-84a1-d6c64820c1bf,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
7abfe5ea-d27a-485b-bde4-24a771649112,b1da46ab-370f-40ec-84a1-d6c64820c1bf,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
cdeefbc0-75fb-431c-8ee4-f29191ffbb69,8d99da4e-7e3c-48ca-9f25-7acfa010ebfc,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
a4533b67-fc96-4a05-944e-0ca37c889755,8d99da4e-7e3c-48ca-9f25-7acfa010ebfc,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
03bce18e-0762-45b6-8e8b-305e316d9bed,3b8fe527-46c9-40f4-857a-b28a8de5a361,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
4ecf4b91-61e4-4f9f-aa18-aae24fb88a30,da074605-d2ab-47eb-9656-2f5d155a5de0,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
70ea29c2-e9d6-450f-928c-bd6c82094ef6,da074605-d2ab-47eb-9656-2f5d155a5de0,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
c5f68601-fab9-4c39-8146-7a36d98daf0d,c2cd58fe-773b-4740-8287-1e5a068efc3d,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
33527b07-a738-4d72-a4fd-c1ca0e697ed3,c2cd58fe-773b-4740-8287-1e5a068efc3d,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
31b82b24-eceb-41a5-9d09-5e581bcf7c35,c2cd58fe-773b-4740-8287-1e5a068efc3d,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
53526986-49be-468d-a825-0c85b556075a,811b55a4-eab2-4b3a-9a56-73adaab12ecf,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
e7145f70-d53b-4bd1-8bcb-184ff9c5ebe8,811b55a4-eab2-4b3a-9a56-73adaab12ecf,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
9f94500e-8807-40d9-94a3-7b4a76f136f4,20575cfd-1f0a-4ae7-91a9-88003b321753,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
641497fd-3572-4bcc-857e-dce77e676055,20575cfd-1f0a-4ae7-91a9-88003b321753,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
4519094c-ae68-469d-a081-554b7ade7437,d6206efc-08a1-42a4-b2e8-9fcb898cdc91,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
79574bca-d40a-4da3-9b95-cad50d74d5b3,ceab2b5e-68b1-49fa-baab-94c3bea92729,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
07fabf64-c65f-4dee-ba96-d1d7c69c8699,ceab2b5e-68b1-49fa-baab-94c3bea92729,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
3021182d-04e2-4991-8c55-c71fbc15d795,4d89e5e6-cd25-4177-8aa5-205fc9160b73,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
0a0a65df-865d-4c98-9bf6-6a85b022b705,a7e49123-ec09-498b-907d-4092c1bbf6e8,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
e6363b8d-7fc5-42ef-a3e0-eb0ec6d735c8,22bc8ccd-a08f-4b73-bcfe-aff8f4e62a8e,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
14e613a7-96e9-43c0-ba5f-9c31ac4d0e2b,7412f7ae-f380-4029-a635-a8ce3c381e25,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
700d6414-26bd-49eb-9005-acdddd896f0f,7412f7ae-f380-4029-a635-a8ce3c381e25,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
7669c9d4-38e6-4501-9433-3eedcb295811,7412f7ae-f380-4029-a635-a8ce3c381e25,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
6c45f1da-900f-4a44-ade3-315c037307ae,cca181fa-4939-47d7-a2ba-f51c0cb20e5a,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
b72e6947-fd3b-426e-9c75-e6cf9834d14c,1d77c386-7448-409b-9ee5-8e203f59ffa8,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
caf021c7-5917-4a9b-a16e-39a0348c1196,1d77c386-7448-409b-9ee5-8e203f59ffa8,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
2eec069b-45d3-4189-9077-ff71c7903c2a,1413d5dd-87ee-4620-905e-662b09e3d224,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
e4f98828-6cf8-411d-a8fb-f4b9bf0b77e3,1413d5dd-87ee-4620-905e-662b09e3d224,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
67e30f96-9cae-43df-b0e0-e156bd523c38,1413d5dd-87ee-4620-905e-662b09e3d224,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
4e8cfb7f-5a3d-4ebe-9547-40d0dd932314,ac3d8115-bfe5-45cb-8414-2f3de6a8bc9c,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
36a1c172-6c61-42a7-9ea1-8d433b04e18a,ac3d8115-bfe5-45cb-8414-2f3de6a8bc9c,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
868ca8c1-974c-43ad-80d3-be0299fbfb85,926c0d21-2d3f-4ecc-8568-5c6761f4856f,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
41dfd788-679b-46ca-b0f5-de14a1abca18,8c1c7440-65e7-45f0-84bf-45e946ce733a,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
bd39e154-8ea5-41b1-ad64-b4303d39228b,0f26ba44-cafd-40bd-bf2e-bd56173c98da,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
cd07aa99-1bba-4148-b8b5-ac67c93b4a0a,0f26ba44-cafd-40bd-bf2e-bd56173c98da,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
aab8460c-d9fc-4f6c-b7c4-ac23769d5a42,c2a8ac05-363e-4500-874d-c24b38257acf,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
77c1ea97-99c3-4baf-854c-d87ce8df151e,6e2fc8f4-6ef6-4870-baea-940e4fdbe022,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
be8d1c52-e5b4-4642-9910-cfa9e035e3bf,6e2fc8f4-6ef6-4870-baea-940e4fdbe022,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
dfff090c-f63f-418e-90d3-900ee6384725,ecaef01a-00d6-483c-9f86-19d61ef831bb,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
8d727000-3b65-4c58-961d-8cdccd6bfa5e,40f4ed63-a655-40f8-9ad8-c89c628c55e7,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
342afe2c-4a2b-4304-adc7-ee7decad0a1a,40f4ed63-a655-40f8-9ad8-c89c628c55e7,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
5b565f70-d756-4361-8812-d1122eeb9c7e,40f4ed63-a655-40f8-9ad8-c89c628c55e7,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
bfd3431c-f660-4aae-8002-00986ca82147,5985d9af-3ae9-42da-b30a-69f160badb9a,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
549d3108-9bfe-42d5-8d1f-9ec05c822193,5985d9af-3ae9-42da-b30a-69f160badb9a,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
e282d054-8156-4fe1-8783-475ac985d806,5985d9af-3ae9-42da-b30a-69f160badb9a,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
0e4a1500-a9f8-4edc-8e42-1e19829b4962,f7d38184-f00b-473b-950a-cfa0427d1d04,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
06318ab3-67cd-42b9-8209-5009c9f71562,f7d38184-f00b-473b-950a-cfa0427d1d04,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
670ae231-a318-4173-b658-18f9a04a576e,f7d38184-f00b-473b-950a-cfa0427d1d04,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
a4042c99-3691-4de8-b005-16a63c81e728,3c188bc6-03f5-4833-a179-c71001adb19e,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
bf5b296b-b24b-47e9-8508-50e9068ce0ba,3c188bc6-03f5-4833-a179-c71001adb19e,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
4a6d7523-5367-46f0-b343-a004085a6ca3,3c188bc6-03f5-4833-a179-c71001adb19e,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
3ca98bbc-4c51-4670-9f40-0f27aa5e318c,a83adf9a-42e8-487b-9ffc-10b2fd7f0a50,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
1df6dce0-836c-46d4-b549-495742409bcc,63efc8b6-0fb9-4c39-b7f7-095eef76853d,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
d9e1076a-c569-4937-8a3f-5685b706293d,63efc8b6-0fb9-4c39-b7f7-095eef76853d,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
f0f6d335-0c85-44a7-be3e-99b9f53eb26a,5793fb07-96fd-4a9c-a910-d9f43719cf1b,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
eb7a0728-b624-4d4b-a044-480e30e1839e,5793fb07-96fd-4a9c-a910-d9f43719cf1b,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
9d849158-ce88-4b2c-bbf0-628b9872cf71,51bcae72-57b5-4bf3-b1da-16be7dd946f2,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
be6cf663-05e7-4d68-bc64-75ab4baacfef,51bcae72-57b5-4bf3-b1da-16be7dd946f2,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
17289175-4eac-4425-a7e5-622bdf4366cc,51bcae72-57b5-4bf3-b1da-16be7dd946f2,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
570434bb-b83d-440e-b21c-f9253f0c44f2,c360c6ff-0c58-4a1c-a8ad-2bd49fa8cf34,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
f9311ab6-edad-45d3-b15c-05f8d56cb773,c360c6ff-0c58-4a1c-a8ad-2bd49fa8cf34,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
e55ad920-4186-4be3-8164-b86f878c383c,3f0e626b-cf31-4ec0-8ea8-b794d6f8892f,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
6f6e92ac-928d-4c26-92b4-cf446204e701,cfbfc37c-e2a4-47dd-9b7f-21990ed56189,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
e9df7128-3959-4c0e-8004-615afc71e8de,cfbfc37c-e2a4-47dd-9b7f-21990ed56189,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
ded1ec58-5a32-4e16-b72b-632f8a1536a1,cfbfc37c-e2a4-47dd-9b7f-21990ed56189,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
fba2ceca-669f-4665-8f84-ffddea455a25,8f08abf4-05c9-4b80-8684-c2ad96dafbaf,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
1583be97-eded-4db9-b2ec-5ee073e37057,8f08abf4-05c9-4b80-8684-c2ad96dafbaf,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
6f287da6-ce9a-4042-a296-8ddf581b9e40,4ae12ca8-8e36-46da-87b2-d97f14a17cde,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
05eebb4e-d226-4f0b-b947-e349f9fd03e4,4ae12ca8-8e36-46da-87b2-d97f14a17cde,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
47c5348c-de33-452d-bbd0-ef5a08d18b05,73e00285-966e-4941-af73-8aaae8dbcfc4,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
6c7cd12b-418d-4a1a-9fb0-97ccc3baa63b,95b6634a-3421-40ef-bf1d-09bd5dbd1f7d,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
15f7deef-b7ef-433b-84ee-5347a186603a,930475a1-dc3d-4e5b-8c58-1adecb5e3539,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
e6e9acae-74f4-4a09-89c4-383303d7d946,273e9d66-6f90-40ee-b795-2fbfb3779b31,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
0f359a4e-e2af-473a-b8da-ba8a21229e8e,273e9d66-6f90-40ee-b795-2fbfb3779b31,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
60038ed6-cdf5-4fe2-ba0c-6e4154b260cd,68314613-a392-4f2c-b505-c0e55460fbbd,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
560b3c91-adc9-4177-be15-374147ebe587,dcb6a01f-856a-4350-974b-33fb5c3295c5,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
ae7033ae-e889-4713-8e83-102ad1c5ca7f,0b1e9851-adff-4c54-8596-b06466e8c6ed,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
9392ec90-3ab7-42c2-b975-02e5c5248a76,0b1e9851-adff-4c54-8596-b06466e8c6ed,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
6304dc0e-b7a0-4f8f-b680-8ac432ace511,0b1e9851-adff-4c54-8596-b06466e8c6ed,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
bd9c4965-d2dc-4aaa-8b17-2bb4e858b2c2,38b6f87f-006e-4203-8529-4d54b47fb9f2,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
b4f0005b-32ad-4c3e-a5f8-830625ab3d75,38b6f87f-006e-4203-8529-4d54b47fb9f2,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
0000f436-365b-4cdb-96fb-0651b1f30921,165cd684-ebfc-4cf8-bc23-9e83cb3ce036,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
7b39529b-fd9c-4825-9222-bd6a88a42eac,165cd684-ebfc-4cf8-bc23-9e83cb3ce036,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
a4230056-cfe0-4268-ac8c-6abd9e5a5f84,d4b35959-7820-48fb-8e77-cacf0cdc88ed,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
7e6022e1-5e62-4f77-add6-634f05266040,328457e0-f0fd-4649-9a7e-e57379f54fa1,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
1a71ef42-1329-443d-81fd-78c51ee2ad00,367b7272-62a2-4492-ab92-30f8abb4267a,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
54837e83-053e-46d0-80f7-93852100c1cb,367b7272-62a2-4492-ab92-30f8abb4267a,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
7d14f5cb-7ad4-4552-b6ab-23b7d3f61323,339db3b9-5142-40c3-a2f5-0aab46ce736e,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
387d078b-8b36-4094-9b3c-425ae45b4afd,339db3b9-5142-40c3-a2f5-0aab46ce736e,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
b58eede2-78d5-4d1d-aaa1-e982dee65772,127764ee-c503-449c-a0a5-016e322d03f4,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
ae71b2aa-2758-4929-b0c7-3487d6ca6384,127764ee-c503-449c-a0a5-016e322d03f4,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
09ed3a7d-4b6c-46ae-9ba3-dca9310aa638,127764ee-c503-449c-a0a5-016e322d03f4,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
09d1bbad-19aa-4125-b474-aa8d2ab48b2a,2864420c-ffd8-4206-92b7-5683703c20ec,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
e47602f1-f63d-450b-bead-b6ee1cc943d1,051150b3-5a48-4921-a825-6a1f7c284f3f,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
f956b7bd-5ad3-4bd0-96f1-00784ea9ce03,051150b3-5a48-4921-a825-6a1f7c284f3f,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
6d324a10-8737-43f0-b23b-9fb3825737ec,4f841d05-7c87-4e76-b76f-28c25c94bba4,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
51a72635-8c32-4c20-8ab5-b16153afcafe,4f841d05-7c87-4e76-b76f-28c25c94bba4,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
4d7ed6df-b53a-4cdd-8de8-def2f07321be,4f841d05-7c87-4e76-b76f-28c25c94bba4,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
02d6687b-4565-4e78-b547-6aa2b1144f45,8cf3f739-016d-4497-843c-388f767187a6,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
9f09cdb9-731e-4d43-899a-2998a560071f,29a8e1bf-2db0-46b4-b7cd-1f6812292507,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
2822fc04-bf66-4417-b0a1-b8b362078c34,35cf4a8e-7ea7-4adc-87c7-f70c5f5f2460,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
84cfdf2f-7ee2-4328-8673-10dad5a27b61,f494090c-5dc7-468c-92aa-b1fd33300137,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
4db2e833-6aa5-4e0f-9d4c-f7dc5847bb7b,dbda368e-b16d-4a95-911f-cbe19ab3a787,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
58d98de6-c0ab-4459-88e6-5a02e112d4d3,dbda368e-b16d-4a95-911f-cbe19ab3a787,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
85c68e86-7fcb-446f-a74c-88968b59339d,6f2ebcac-12cd-48d6-ac52-ceaa3f4676eb,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
9b4248a9-5bd8-443e-9496-1580c1317790,cefeb103-9060-4413-ab32-b4478a49a605,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
da5d4bcb-5666-4ef5-9396-46d64c434226,cefeb103-9060-4413-ab32-b4478a49a605,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
97b36cda-acb4-4af7-894b-cd8f3b718c99,36b524fe-c067-4c6a-873f-f33f66775fa7,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
06228424-c431-4322-8116-a5032cc5c7ef,36b524fe-c067-4c6a-873f-f33f66775fa7,806bd892-8348-4ac0-bf85-783cfdfa04ce,false,0
90ac05c5-ac1a-4773-9a0c-3f54e23a8311,36b524fe-c067-4c6a-873f-f33f66775fa7,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
cd47e45f-c730-4f47-ae5c-6fee4a874425,dad358fd-baac-4d96-a80d-494330a98f3a,42ad1d26-5f9e-40a3-a136-0c601ea749c8,false,0
05a29c5b-c0f2-4b98-9df1-29e47047a793,dad358fd-baac-4d96-a80d-494330a98f3a,b61c896b-fa08-4cd9-b197-3b761fea353e,false,0
