name,latitude,longitude,address,currently_open,pv_current_in,pv_energy_level,rate_current,rate_predicted,active
Caltex Dunearn,1.3190290968874914,103.83317511338463,"130 Dunearn Rd, Singapore 309436",true,0,0,0.14,,true
Tampines Plaza 2,1.3535029001494643,103.94274972687707,"5 Tampines Central 1, Singapore 529541",true,0,0,0.16,,true
Zhongshan Mall,1.3273092460580298,103.84636673878806,"20 Ah Hood Rd, Singapore 329984",true,0,0,0.14,,true
Tekka Place,1.3053312503538694,103.8514153692055,"2 Serangoon Rd, Singapore 218227",true,0,0,0.11,,true
Sheraton Towers,1.3120496455347723,103.83654047105618,"39 Scotts Rd, Singapore 228230",true,0,0,0.15,,true
Mapletree Business City,1.2746046179753079,103.79967479804148,"10 Pasir Panjang Rd, Singapore 117438",true,0,0,0.23,,true
Marina Square,1.2914322779500189,103.85759196735496,"6 Raffles Blvd, Marina Square, Singapore 039594",true,0,0,0.13,,true
Vantage,1.289876243058258,103.8069890673551,"305 Alexandra Road, Singapore 159942",true,0,0,0.7,,true
Caltex Changi,1.3166082011470479,103.90020161338465,"78 Changi Rd, Singapore 419714",true,0,0,0.13,,true
Jewel Changi Airport,1.360433441062898,103.9897485692055,"78 Airport Blvd., Singapore 819666",true,0,0,0.2,,true
Techlink,1.3358881915101088,103.90562568454875,"31 Kaki Bukit Rd 3, Singapore 417818",true,0,0,0.8,,true
Shaw Centre,1.3065506241753113,103.83186865571309,"1 Scotts Rd, Singapore 228208",true,0,0,0.11,,true
Caltex Jurong Spring,1.3495935507350258,103.71475718269808,"100 Jurong West Ave 1, Singapore 649519",true,0,0,0.2,,true
Eightrium @ Changi Business Park,1.338116865412567,103.9644189096832,"15A Changi Business Park Central 1, Singapore 486035",true,0,0,0.32,,true
PLQ Mall,1.3176785630259229,103.89277151153401,"10 Paya Lebar Road, PLQ Mall, Paya Lebar Quarter, 409057",true,0,0,0.8,,true
Grand Park City Hall,1.2926194733919862,103.85017532687716,"10 Coleman St, Singapore 179809",true,0,0,0.2,,true
Chinese Swimming Club,1.3004596333918585,103.90055332687734,"21 Amber Rd, Singapore 439870",true,0,0,0.21,,true
IMM,1.3350942730466588,103.7467214808474,"2 Jurong East Street 21, Singapore 609601",true,0,0,0.3,,true
Tanah Merah Ferry Terminal,1.3144999932854695,103.98847049804131,"50 Tanah Merah Ferry Rd, Singapore 498833",true,0,0,0.26,,true
Caltex Chong Pang,1.4305366924935019,103.82984068095544,"3700 Yishun Ring Rd, Singapore 768690",true,0,0,0.17,,true
Kinex,1.3149258932504018,103.89485195756366,"11 Tanjong Katong Rd, Singapore 437157",true,0,0,0.5,,true
Paya Lebar Square,1.3194165488335265,103.89260719989211,"60 Paya Lebar Rd, Singapore 409051",true,0,0,0.17,,true
Techview,1.3363751660197996,103.9097351863994,"1 Kaki Bukit View, Singapore 415941",true,0,0,0.8,,true
Autobacs Ubi,1.3323478102542938,103.896064582698,"10 Ubi View, Singapore 408543",true,0,0,0.12,,true
Plaza 8 CBP,1.3338697844844987,103.9654734329671,"1 Changi Business Park Crescent, Changi Business Park, 486025",true,0,0,0.11,,true
Tampines Plaza 1,1.3535029001494643,103.94274972687707,"5 Tampines Central 1, Singapore 529541",true,0,0,0.16,,true
PLQ 3,1.3161169272111835,103.89372179989206,"2 Tanjong Katong Rd, PLQ 3, Quarter 437161",true,0,0,0.5,,true
Pan Pacific Serviced Suites Orchard,1.3010475118933178,103.83770512502662,"96 Somerset Rd, Singapore 238163",true,0,0,0.35,,true
UIC Building,1.2780904439075123,103.84967042687718,"5 Shenton Way, Singapore 068808",true,0,0,0.12,,true
Citibank Changi (Private access only),1.3339668879548907,103.96608103851919,"3 Changi Business Park Cres, Level 1, Singapore 486026",true,0,0,0.37,,true
The Alpha,1.2886510170237973,103.77965674407113,"10 Science Park Rd, Singapore 117684",true,0,0,0.9,,true
Connexion,1.3142882629925259,103.8537759399965,"1 Farrer Park Station Rd, Singapore 217562",true,0,0,0.9,,true
Nordcom One,1.4458785697971703,103.81418965571275,"3 Gambas Cres, Singapore 757041",true,0,0,0.11,,true
Rivervale Mall,1.3925894111071226,103.90444325833823,"11 Rivervale Cres, Singapore 545082",true,0,0,0.14,,true
Hyflux Innovation Centre,1.3176494310264406,103.86336202317587,"80 Bendemeer Rd, Singapore 339949",true,0,0,0.24,,true
3 Changi Business Park Vista,1.3369826136710221,103.96712331153395,"3 Changi Business Park Vista, Singapore 486051",true,0,0,0.28,,true
Aperia Mall,1.3107261497734806,103.86429564407108,"12 Kallang Ave, Singapore 339511",true,0,0,0.11,,true
Singapore Zoo,1.4045951880674357,103.79306591338417,"80 Mandai Lake Rd, 729826",true,0,0,0.13,,true
Entrepreneur Business Centre,1.3376000103709433,103.90278751393072,"18 Kaki Bukit Rd 3, Singapore 415978",true,0,0,0.28,,true
Techplace I,1.3606523410422908,103.85676749804132,"4008/ 4009/ 4010, 4012 Ang Mo Kio Ave 10, 569628",true,0,0,0.11,,true
Orchid Country Club,1.4120004063294185,103.84434333666816,"1 Orchid Club Rd, Singapore 769162",true,0,0,0.19,,true
United Square,1.319627713599663,103.84376251989039,"101 Thomson Rd, Singapore 307591",true,0,0,0.13,,true
Novena Square,1.3201042993444796,103.84397966311558,"238 Thomson Rd, Singapore 307683",true,0,0,0.13,,true
Sembawang Country Club,1.417491347776572,103.81561037105588,"249 Sembawang Rd, Singapore 758352",true,0,0,0.22,,true
"Resorts World Sentosa B2, East B1, West B1",1.2553405988367123,103.82180542979668,"8 Sentosa Gateway, 098269",true,0,0,0.42,,true
SGX Centre 2,1.2789176171246806,103.84925469672876,"4 Shenton Way, Singapore 068807",true,0,0,0.12,,true
Resorts World Sentosa B2 (VIP),1.255335497272778,103.8216869448591,"8 Sentosa Gateway, 098269",true,0,0,0.3,,true
Tagore 23 Warehouse,1.3855520727816606,103.82808762502624,"23 Tagore Ln, Singapore 787601",true,0,0,0.19,,true
Park Royal Pickering,1.2860015694725884,103.84601569619078,"3 Upper Pickering St, Singapore 058289",true,0,0,0.2,,true
Vivocity,1.2646499022068751,103.82221782687743,"1 HarbourFront Walk, Singapore 098585",true,0,0,0.8,,true
Tan Chin Tuan Mansion (Private access only),1.3055208503335103,103.83738408269816,"42 Cairnhill Rd, Singapore 229661",true,0,0,0.43,,true
Odeon Towers,1.296507751298007,103.85321882502662,"331 North Bridge Road Odeon Towers, Singapore 188720",true,0,0,0.12,,true
Techplace II,1.377471459295966,103.86510913851887,"5012 Ang Mo Kio Ave 5, Singapore 569876",true,0,0,0.12,,true
Temasek Club,1.3474006050675817,103.78038188454853,"131 Rifle Range Rd, Singapore 588406",true,0,0,0.12,,true
Republic Plaza,1.2833620958193959,103.85087783851912,"9 Raffles Pl, Singapore 048619",true,0,0,0.14,,true
Great World,1.2938454949730043,103.8318863826982,"1 Kim Seng Promenade, Singapore 237994",true,0,0,0.11,,true
Meissa,1.2764820010683784,103.79596175386249,"100D Pasir Panjang Rd, Singapore 118520",true,0,0,0.6,,true
West Park BizCentral,1.3136185714094601,103.69497577105612,"20 Pioneer Cres, Singapore 628555",true,0,0,0.2,,true
Liat Towers,1.3054713763910522,103.83052612502659,"541 Orchard Rd, Singapore 238881",true,0,0,0.11,,true
Alexandra Technopark Block A,1.2777054888149257,103.8008662250265,"438A &, 438B Alexandra Rd, 119967",true,0,0,0.28,,true
The Galen,1.2865030262283659,103.7841566863995,"61 Science Park Road, Singapore 117525",true,0,0,0.9,,true
HSL Waterfront@Penjuru,1.3062450377488148,103.7306316183668,"42D Penjuru Rd, Singapore 609162",true,0,0,0.22,,true
Ascent,1.2912954920855881,103.78585655491173,"2 Science Park Dr, Singapore 118222",true,0,0,0.6,,true
The Kendall,1.2864051569033701,103.78361656920569,"50 Science Park Rd, Singapore 117406",true,0,0,0.11,,true
ALICE@MEDIAPOLIS,1.2941353037515957,103.79345738454887,"29 Media Cir., Singapore 138565",true,0,0,0.16,,true
ICON@IBP,1.3275697739032384,103.74899823481773,"3A International Business Park Rd, Singapore 609935",true,0,0,0.8,,true
The Capricorn,1.2901137609182913,103.77884600968341,"1 Science Park Road Singapore Science Park 2, 117528",true,0,0,0.13,,true
Solaris@One-North,1.2984315640818178,103.78986636180299,"1 Fusionopolis Walk, Singapore 138628",true,0,0,0.17,,true
Galaxis,1.3001244944627985,103.78833167105627,"1 Fusionopolis Pl, Singapore 138522",true,0,0,0.7,,true
Goldbell Tuas,1.3207750549499142,103.63918377317582,"8 Tuas Ave 18, level 3, Singapore 638892",true,0,0,0.13,,true
Singapore Polytechnic,1.3100545758784998,103.77753876920555,"500 Dover Rd, Singapore 139651",true,0,0,0.21,,true
Infinite Studios,1.292845267658751,103.79484774633238,"23 Media Cir., #02-15, Singapore 138563",true,0,0,0.16,,true
Corporation Place,1.3256525520174542,103.7199526961907,"2 Corporation Rd, Singapore 618494",true,0,0,0.17,,true
Nordic European Centre,1.327590092202289,103.74840188084745,"3 International Business Park Rd, Singapore 609927",true,0,0,0.22,,true
31 International Business Park,1.3289139920921229,103.74610266920557,"31 International Business Park Rd, Singapore 609921",true,0,0,0.3,,true
5 Science Park Drive,1.2925926472878033,103.78651842687725,"5 Science Park Dr, Singapore 118265",true,0,0,0.2,,true
Bukit Panjang Plaza,1.3803291935196855,103.76408369433989,"1 Jelebu Rd, Singapore 677743",true,0,0,0.19,,true
Carros Centre,1.4308853577902021,103.7525576826979,"60 Jln Lam Huat, Singapore 737869",true,0,0,0.13,,true
Singapore Polytechnic T11A ,1.3101508617401123,103.77915954589844,500 Dover Road Singapore 139651,true,0,0,0.27,,true
Westgate,1.3343783617019653,103.74278259277344,3 Gateway Drive Singapore 608532,true,0,0,0.8,,true
Six Battery Road,1.2853877544403076,103.8516616821289,6 Battery Road Singapore 049909,true,0,0,0.16,,true
21 Collyer Quay,1.2851792573928833,103.85275268554688,21 Collyer Quay Singapore 049320,true,0,0,0.15,,true
CapitaSky,1.2770323753356934,103.84796142578125,79 Robinson Road Singapore 068897,true,0,0,0.9,,true
Capital Tower,1.2777024507522583,103.8475341796875,168 Robinson Road Singapore 068912,true,0,0,0.13,,true
CapitaGreen,1.2824146747589111,103.85028076171875,138 Market Street Singapore 048946,true,0,0,0.11,,true
Copthorne King’s Hotel,1.2882884740829468,103.83661651611328,403 Havelock Road Singapore 169632,true,0,0,0.22,,true
Gardens by the Bay - Bayfront Plaza,1.2792644500732422,103.86003875732422,18 Marina Gardens Drive Singapore 018953,true,0,0,0.35,,true
Gardens by the Bay - Main Entrance Carpark,1.2811683416366577,103.86572265625,18 Marina Gardens Drive Singapore 018953,true,0,0,0.42,,true
Fortune Centre,1.3002822399139404,103.85269927978516,190 Middle Road Singapore 188979,true,0,0,0.14,,true
M Hotel,1.2737669944763184,103.84503936767578,81 Anson Road Singapore 079908,true,0,0,0.7,,true
Orchard Building,1.3014488220214844,103.83724975585938,1 Grange Road Singapore 239693,true,0,0,0.16,,true
Studio M Hotel,1.2908153533935547,103.83917236328125,3 Nanson Road Singapore 238910,true,0,0,0.14,,true
Quayside Isle,1.247928261756897,103.84172821044922,31 Ocean Way Singapore 098375,true,0,0,0.13,,true
UOB Plaza 1,1.285383939743042,103.8505630493164,80 Raffles Place Singapore 048624,true,0,0,0.11,,true
Novena Square,1.3199315071105957,103.84430694580078,238 Thomson Road Singapore 307683,true,0,0,0.13,,true
Sentosa Cove,1.2487763166427612,103.8405532836914,1 Cove Avenue Singapore 098537,true,0,0,0.12,,true
Waterfront Plaza,1.2905162572860718,103.83502960205078,390A Havelock Road,true,0,0,0.16,,true
Orchard Hotel,1.3075321912765503,103.82859802246094,442 Orchard Road Singapore 238879,true,0,0,0.13,,true
King’s Centre,1.2896087169647217,103.83589172363281,390 Havelock Road Singapore 169662,true,0,0,0.13,,true
Marina One,1.2773464918136597,103.85360717773438,23 Marina Way Singapore 018979,true,0,0,0.1,,true
Palais Renaissance,1.3066492080688477,103.82950592041016,390 Orchard Road Singapore 238871,true,0,0,0.18,,true
Funan,1.2911354303359985,103.85015106201172,107 North Bridge Road Singapore 179105,true,0,0,0.5,,true
The Atrium Orchard,1.2999743223190308,103.84535217285156,60A Orchard Road Singapore 238890,true,0,0,0.18,,true
Raffles City Singapore,1.293506145477295,103.8528060913086,252 North Bridge Road Singapore 179103,true,0,0,0.22,,true
Clarke Quay Central,1.2890251874923706,103.84661102294922,6 Eu Tong Sen Street Singapore 059817,true,0,0,0.19,,true
Compass One,1.3919039964675903,103.8946304321289,1 Sengkang Square Singapore 545078,true,0,0,0.11,,true
NSRCC Kranji,1.4241323471069336,103.72830200195312,50 Neo Tiew Lane 3,true,0,0,0.12,,true
351 on Braddell,1.3434840440750122,103.84548950195312,351 Braddell Road Singapore 579713,true,0,0,0.15,,true
Singapore Island Country Club,1.3589462041854858,103.81898498535156,180 Island Club Road Singapore 578774,true,0,0,0.29,,true
City Square Mall,1.3113981485366821,103.8565902709961,180 Kitchener Road Singapore 208539,true,0,0,0.16,,true
Edward Boustead Centre,1.332878589630127,103.89225006103516,82 Ubi Avenue 4 Singapore 408832,true,0,0,0.22,,true
Temasek Polytechnic Carpark E,1.3475483655929565,103.93012237548828,21 Tampines Avenue 1 Singapore 529757,true,0,0,0.29,,true
NSRCC Changi,1.318152666091919,103.97529602050781,10 Changi Coast Walk,true,0,0,0.12,,true
