name,latitude,longitude,address,currently_open,pv_current_in,pv_energy_level,rate_current,rate_predicted,active
Shell Recharge Geylang Rd,1.3119747225104634,103.87556815916649,203 Geylang Road ,true,0,0,0.25,,true
BlueSG open to EVs: 21 Jalan Masjid,1.320339,103.912298,"21 Jln Masjid, Singapore 418946",true,0,0,0.35,,true
Starbucks Bandar Seri Alam DT (22 kW AC),1.496464,103.871663,"8, Jln Suria, Bandar Baru Seri Alam, 81750 Masai, Johor",true,0,0,0.4,,true
Aste Global -1 Tuas Link 1 by EVone Charging,1.3334408689452686,103.63838921925968,"1 Tuas Link 1, Singapore 638583",true,0,0,0.44,,true
Shell Sengkang,1.391564,103.892738,"61 Sengkang E Rd, Singapore 545015",true,0,0,0.14,,true
Shell Serangoon Gardens,1.363386,103.867302,"49 Serangoon Garden Way, Singapore 555944",true,0,0,0.23,,true
Techplace I,1.360599,103.856128,"4008 Ang Mo Kio Ave 10, Singapore 569625",true,0,0,0.11,,true
Paradigm Mall JB,1.515891,103.685631,"Lot no. 4FK-12, 4th floor, Paradigm Mall, Taman Bukit Mewah, 81200 Johor Bahru, Johor, Malaysia",true,0,0,0.16,,true
Hougang Mall,1.3725894,103.8937225,90 Hougang Avenue 10,true,0,0,0.12,,true
"BlueSG open to EVs: Blk 129A, Bt Merah View",1.283617,103.823466,"129A Bukit Merah View, Singapore 151129",true,0,0,0.43,,true
Charge+: Woodlands Waterfront Carpark,1.451662,103.778802,FQ2H+MG Singapore,true,0,0,0.37,,true
Charge+: 29A Marsiling Drive,1.442634,103.772981,"29A Marsiling Dr, Singapore 731029",true,0,0,0.28,,true
Great World Supercharger,1.293346,103.832078,"1 Kim Seng Promenade, Singapore 237994",true,0,0,0.24,,true
"BlueSG open to EVs: Blk 512A, Serangoon North Ave 4",1.370763,103.875194,"512A Serangoon North Ave 4, Singapore 551512",true,0,0,0.51,,true
Shell Dunman,1.309945,103.901031,"No. 743 Dunman Rd, Singapore 439241",true,0,0,0.12,,true
Pioneer Centre,1.3326227,103.6969065,"1 Soon Lee St, Singapore 627605",true,0,0,0.14,,true
National Service Resort & Country Club,1.317674999999999,103.974319,"10 Changi Coast Walk, Singapore 499739",true,0,0,0.38,,true
"BlueSG open to EVs: Blk 31A, Eunos Crescent",1.320107,103.901609,"31A Eunos Cres, Singapore 401031",true,0,0,0.43,,true
"BlueSG open to EVs: BLK 241A, Bt Batok East Ave 5",1.350628,103.755377,"239 Bukit Batok East Ave 5, Block 239, Singapore 650239",true,0,0,0.49,,true
Juice+: Marina Country Club,1.415565,103.899791,11 Northshore Drive Singapore 828670,true,0,0,0.27,,true
CDG 455A Segar Rd,1.3876904485472563,103.77133410158996,"455A Segar Rd, 新加坡 671455",true,0,0,0.17,,true
CDGE: 57A Teban Gardens Road,1.322502,103.737148,"57A Teban Gardens Rd, Singapore 601057",true,0,0,0.28,,true
BlueSG open to EVs: Blk 4 Queens Road,1.319338,103.808723,"4 Queen's Rd, Singapore 260004",true,0,0,0.37,,true
"BlueSG open to EVs: Blk 112, Bishan Street 12",1.346635,103.848961,"112 Bishan Street 12, Singapore 570112",true,0,0,0.45,,true
Charge+: Les Mains Patisserie,1.315606,103.925587,47 Jalan Tua Kong Singapore 457247,true,0,0,0.29,,true
Shell Newton Hooper,1.311417,103.843102,"150 Bukit Timah Rd, Singapore 229846",true,0,0,0.19,,true
Upper Bukit Timah Shell Recharge,1.3384474506674329,103.7769100419015,"35 Upper Bukit Timah Rd, Singapore 588166",true,0,0,0.32,,true
Charge+ (in operation) (Coming Soon),1.437431,103.801205,"644A Woodlands Ring Rd, Singapore 731644",true,0,0,0.36,,true
Techlink,1.33594,103.905571,"31 Kaki Bukit Rd 3, Singapore 417818",true,0,0,0.8,,true
Sengkang Grand Mall,1.3818507,103.8927293,70 Compassvale Bow Singapore 544692,true,0,0,0.19,,true
Up@Robertson Quay,1.290676,103.837616,"75 Robertson Quay, Singapore 238238",true,0,0,0.17,,true
SP Group: Rivervale Mall,1.392337,103.904346,"11 Rivervale Crescent, Singapore 545082",true,0,0,0.24,,true
"BlueSG open to EVs: Blk 334, Clementi Ave 2",1.314714,103.768249,"334 Clementi Ave 2, Singapore 120334",true,0,0,0.43,,true
700A Pasir Ris Drive 10,1.3807763343736783,103.93853976322937,511700,true,0,0,0.23,,true
Caltex Jurong spring,1.349641,103.71487,"100 Jurong West Ave 1, Singapore 649519",true,0,0,0.2,,true
LHN Energy Phoenix Park,1.29804,103.816568,"318 Tanglin Rd, Singapore 247979",true,0,0,0.23,,true
National Heart Center,1.281513,103.836831,"17 Third Hospital Avenue, Singapore",true,0,0,0.21,,true
BlueSG open to EVs: Across 343 Telok Kurau Road,1.308638,103.912318,"21A St. Patrick's Road, Singapore 424143",true,0,0,0.47,,true
"BlueSG open to EVs: Blk 230, Jurong East St 21",1.341795,103.737547,"230 Jurong East Street 21, Singapore 600231",true,0,0,0.46,,true
Resorts World Sentosa,1.257043,103.820353,"8 Sentosa Gateway, Singapore 098269",true,0,0,0.21,,true
SP: Vivocity,1.264843,103.823285,"1 HarbourFront Walk, Singapore 098585",true,0,0,0.12,,true
Connexion,1.312553,103.854282,"1 Farrer Park Station Rd, Singapore 217562",true,0,0,0.9,,true
GoParkin: Union Gas building,1.350622,103.89087,"89 Defu Lane 10, Singapore 539220",true,0,0,0.28,,true
Charge+: Defu Industrial City,1.3448827324526693,103.89675123010906,2 Defu South Street 1,true,0,0,0.29,,true
ESSO Pioneer,1.312940252173984,103.68734506001852,19 Pioneer Road S628499,true,0,0,0.12,,true
The Concourse,1.30136,103.862236,"300 Beach Rd, Singapore 199555",true,0,0,0.13,,true
"BlueSG open to EVs: Blk 854A, Jurong West St 81",1.347799,103.696657,"854A Jurong West Street 81, Singapore 641854",true,0,0,0.47,,true
BlueSG open to EVs: Blk 265 Yishun St 22,1.436903,103.838345,"266 Yishun Street 22, Singapore 760266",true,0,0,0.4,,true
Singapore Polytechnic MSCP,1.311246,103.776681,"Dover Road, Commonwealth‎ 13, Singapore",true,0,0,0.26,,true
Autobacs Ubi,1.33314,103.896672,"10 Ubi View, Singapore 408543",true,0,0,0.12,,true
KED ENERGY PTE LTD,1.3363712654194329,103.75465851277113,"48 Toh Guan Rd E, Singapore 608586",true,0,0,0.18,,true
CDG Engie: West Coast Park (McDonald’s),1.297562,103.763779,"71 W Coast Hwy, Singapore 126844",true,0,0,0.39,,true
Shell,1.331795,103.888855,"255 Paya Lebar Rd, Singapore 409037",true,0,0,0.5,,true
CDGE: Esso Upper Aljunied,1.3322678261427052,103.8790348300666,"373 Upper Aljunied Rd, Singapore 367859",true,0,0,0.25,,true
"BlueSG open to EVs: Blk 903, Jurong West St 91",1.33961,103.686232,"903 Jurong West Street 91, Singapore 640903",true,0,0,0.46,,true
"BlueSG open to EVs: Blk 117, Commonwealth Drive",1.306944,103.799533,"117 Commonwealth Cres, Singapore",true,0,0,0.47,,true
UE Square Tower (red zone),1.293274,103.84234,"205 River Valley Rd, Singapore 238274",true,0,0,0.26,,true
"BlueSG open to EVs: Blk 966A, Hougang Ave 9",1.377945,103.877754,"966A Hougang Avenue 9, Singapore 531966",true,0,0,0.43,,true
"BlueSG open to EVs: Blk 326, Ubi Ave 1",1.32726,103.904208,"327 Ubi Ave 1, Block 327, Singapore 400327",true,0,0,0.38,,true
BlueSG open to EVs: BLK 853 Yishun Ring Road,1.416467,103.836745,"853 Yishun Ring Road, Singapore 760853",true,0,0,0.44,,true
BlueSG open to EVs: Blk 513 Yishun Street 51,1.415948,103.8442,"513c Yishun Street 51, Singapore 760513",true,0,0,0.44,,true
LHN Energy Raeburn Park,1.273106,103.833155,"10 Raeburn Park, Singapore 088702",true,0,0,0.23,,true
135A Pasir Ris Street 11,1.364802,103.956863,135A Pasir Ris Street 11,true,0,0,0.24,,true
SP Group: Jewel Changi Airport,1.360699,103.989603,78 Airport Boulevard Singapore 819666,true,0,0,0.3,,true
Tanah Merah Country Club Tampines Course,1.3270196096163687,103.96994161767903,151 Xilin Avenue,true,0,0,0.4,,true
Mapletree,1.319214800107794,103.6882628000002,21 benoi sector,true,0,0,0.9,,true
SPC Bukit Batok,1.3432427908352402,103.75834370192821,"50 Bukit Batok East Ave 3, Singapore 659879",true,0,0,0.15,,true
Expo Carpark D,1.3339762545044767,103.95838708806289,1 Expo drive ,true,0,0,0.14,,true
CDG 787A Choa Chu Kang Dr,1.3951133955580453,103.74766113446626,"787A Choa Chu Kang Dr, 新加坡 680787",true,0,0,0.25,,true
LHN Energy,1.372804,103.763206,794 Upper Bukit Timah Road,true,0,0,0.1,,true
CDGE: 117 Alkaff Crescent,1.3368648834995271,103.87302016909817,"117 Alkaff Cres, Singapore 341115",true,0,0,0.25,,true
IKEA Tampines,1.373907,103.932551,"60 Tampines North Drive 2, Singapore 528764",true,0,0,0.13,,true
BlueSG open to EVs: Blk 157 Ang Mo Kio Ave 4,1.375126,103.839276,"157 Ang Mo Kio Avenue 4, Singapore 56",true,0,0,0.44,,true
Charge+: 220 Hougang Street 21,1.356983,103.884404,220 Hougang St 21,true,0,0,0.3,,true
BlueSG open to EVs: 52 Sims Place,1.316535,103.880084,"52 Sims Pl, Singapore 380052",true,0,0,0.33,,true
bluecharge@senja link 651,1.3868954434701355,103.76439869962157,senja link 651 carpark,true,0,0,0.25,,true
Jit Poh Building,1.272962,103.842388,"19 Keppel Road, Singapore",true,0,0,0.16,,true
"BlueSG open to EVs: Blk 602, Clementi West St 1",1.305137,103.766255,"602 Clementi West Street 1, Singapore 120602",true,0,0,0.47,,true
CDGEG: Blk 146A Lorong 2 Toa Payoh,1.334501,103.845655,"146A Lor 2 Toa Payoh, Singapore 311146",true,0,0,0.34,,true
"BlueSG open to EVs: Blk 117, Potong Pasir Ave 1",1.336562,103.863076,"114 Potong Pasir Ave 1, Singapore 350114",true,0,0,0.47,,true
Molek Pine 4 (3.7 kW AC),1.525273,103.784371,"Jalan Molek 1/27, 81750‎ Pasir Gudang‎ Johor, Maleisië",true,0,0,0.24,,true
Sheraton Towers,1.311664,103.83638,"39 Scotts Rd, Singapore 228230",true,0,0,0.15,,true
CDG EV Charger,1.35583,103.844308,290A Bishan St 24,true,0,0,0.14,,true
"BlueSG open to EVs: Bedok South Ave 3, behind blk 69",1.319527,103.942997,"behind blk 69, bedok south ave 3",true,0,0,0.52,,true
D'Arena@Upper Jurong by EVone Charging,1.3294741,103.6822694,"511 Upper Jurong Rd, Singapore 638366",true,0,0,0.38,,true
BlueSG open to EVs: 37 Chai Chee Street,1.325191,103.925778,"36 Chai Chee Avenue, Singapore 461037",true,0,0,0.39,,true
CDG Engie - 274A Toh Guan Road,1.341565,103.747455,"274A Toh Guan Rd, Singapore 600276",true,0,0,0.3,,true
BlueSG open to EVs: 420 Tampines St 41,1.357784,103.947142,"419 Tampines Street 41, Singapore 529204",true,0,0,0.38,,true
CDGE: Singapore Botanic Gardens Botany Centre,1.3084224,103.8182032,"1 Cluny Rd, Singapore 259569",true,0,0,0.45,,true
Charge+: 633 Punggol Drive,1.400696,103.913915,"633 Punggol Dr, Singapore 820633",true,0,0,0.26,,true
"BlueSG open to EVs: Blk 688, Hougang St 61",1.375892,103.885486,"688 Hougang Street 61, Block 688, Singapore 530688",true,0,0,0.42,,true
Shell Recharge Tanglin Mall,1.305026,103.823851,"163, Tanglin Road, 247933",true,0,0,0.27,,true
BlueSG open to EVs: Blk 769 Yishun Ave 3,1.424279,103.833275,"769 Yishun Avenue 3, Singapore 760769",true,0,0,0.4,,true
Gardens By The Bay - Bayfront Plaza,1.279198,103.860073,"Unnamed Road, Singapore",true,0,0,0.35,,true
ChargEco: Block 80 HDB Car Park,1.274012010646763,103.80735956132412,"80 Telok Blangah Street 31, Singapore 102080",true,0,0,0.31,,true
NUS Stephen Riady Center,1.304036,103.77304,"2 College Ave West, Singapore",true,0,0,0.24,,true
Willing Hearts,1.3142482784278031,103.90704547618223,1 LorJ Telok Kurau,true,0,0,0.14,,true
Shell Tampines,1.349178,103.948016,"9 Tampines Ave 2, Singapore 529731",true,0,0,0.14,,true
Marina Bay Sands,1.285604,103.861107,"10 Bayfront Ave, Singapore 018956",true,0,0,0.16,,true
Bluecharge: Blk 32 Telok Blangah Rise,1.2731828240010936,103.82100548832092,"Telok Blangah Rise, Mount Faber Grace Park, Singapore",true,0,0,0.37,,true
Shell Braddell,1.3449,103.864464,"110 Braddell Rd, Singapore 359914",true,0,0,0.14,,true
"BlueSG open to EVs: Blk 809, Yishun Ring Road",1.416877,103.83055,"809 Yishun Ring Rd, Singapore 760809",true,0,0,0.45,,true
SP Group: Marina Square,1.29179,103.857758,"Raffles Blvd, Singapore",true,0,0,0.23,,true
Tampines Plaza,1.353142,103.943078,"3 Tampines Central 1, Singapore 529540",true,0,0,0.14,,true
"BlueSG open to EVs: Blk 103, Jalan Rajah",1.327412,103.852496,"103 Jln Rajah, Block 103, Singapore 321103",true,0,0,0.4,,true
Lee Kong Chian School of Medicine,1.321851,103.848984,"11 Mandalay Rd, Singapore",true,0,0,0.33,,true
Charge+: 519A Woodlands Drive 14,1.4344276124617934,103.79231706261635,"519A Woodlands Drive 14, Singapore 731519",true,0,0,0.32,,true
Shell Recharge Pasir Ris,1.365821,103.966996,"1 New Loyang Link, Singapore 506931",true,0,0,0.24,,true
Tiong Bahru Plaza,1.2862842,103.8277824,"355 Jln Bukit Ho Swee, Singapore 169567",true,0,0,0.17,,true
Charge+: 226 Sumang Lane,1.4029418,103.8934653,"226 Sumang Lane, Singapore 820226",true,0,0,0.24,,true
"BlueSG open to EVs: Blk 537, Bt Batok St 52",1.354886,103.751171,"539 Bukit Batok Street 52, Block 539, Singapore 650539",true,0,0,0.43,,true
65A Kallang Bahru MSCP,1.3198411,103.8690631,65A Kallang Bahru S(331065),true,0,0,0.22,,true
"Bluecharge: 50 Beach View, Basement",1.251294,103.818745,"50 Beach View, Singapore 098604",true,0,0,0.35,,true
"BlueSG open to EVs: Blk 329, Anchorvale St",1.396432,103.88939,"329 Anchorvale St, Singapore 540329",true,0,0,0.42,,true
CDGE: Autobay @ Kakit Bukit,1.3416647,103.9125865,1 Kakit Bukit Ave 6 ,true,0,0,0.27,,true
CDGE: 635A Jurong West Street Car Park,1.342288,103.69866,"635A Jurong West Street 65, Singapore 641635",true,0,0,0.38,,true
Storhub Toa Payoh,1.333221,103.852334,"615 Lrg. 5 Toa Payoh, Singapore 319457",true,0,0,0.17,,true
Capella Hotel Solacharge,1.2496291,103.8243003,"1 The Knolls, Sentosa Island, 098297",true,0,0,0.24,,true
Shell Paya Lebar,1.322042,103.891624,"98 Paya Lebar Rd, Singapore 409008",true,0,0,0.16,,true
"Bluecharge: 534, Bedok North St 3",1.334142,103.927754,"534 Bedok North Street 3, Singapore 460534",true,0,0,0.33,,true
The Siemens Center,1.328057,103.870776,"62 MacPherson Rd, Singapore",true,0,0,0.18,,true
AA CENTRE,1.289876,103.812956,"2 Kung Chong Rd, Singapore 159140",true,0,0,0.9,,true
CDGE: Sin Ming Autocity,1.3592956,103.8392412,160 Sin Ming Drive,true,0,0,0.23,,true
CDG Engie- Blk 451 Bukit Batok West Ave 6,1.353007,103.743458,Blk 451 Bukit Batok West Ave 6,true,0,0,0.41,,true
"BlueSG open to EVs: Blk 609, Bedok Reservoir Road",1.33138,103.912313,"610 Bedok Reservoir Rd, Block 610, Singapore 470610",true,0,0,0.49,,true
BlueSG open to EVs: Blk 108 Simei St 1,1.343233,103.950837,"108 Simei Street 1, Singapore 520108",true,0,0,0.38,,true
SP Group: Caltex Changi,1.316149,103.900084,"78 Changi Rd, Singapore 419714",true,0,0,0.23,,true
Charge+: BLK 315 MSCP Y65M,1.432573,103.841762,"315 Yishun Ave 9, Block 315 Carpark, Singapore",true,0,0,0.26,,true
"Charge+: 431 Yishun Ave 1, Deck 5",1.420133,103.847638,"431c Yishun Ave 1, Singapore",true,0,0,0.33,,true
CDG: 183 Boon Lay MSCP,1.349273760519521,103.70946689980984,"183 Boon Lay Ave, Singapore 641183",true,0,0,0.22,,true
"CDG Engie - 311, Clementi Ave 4",1.319082,103.765158,"311 Clementi Ave 4, Singapore 120311",true,0,0,0.31,,true
BlueSG open to EVs: Blk 590 Ang Mo Kio St 51,1.371474,103.853217,"590 Ang Mo Kio Street 51, Singapore",true,0,0,0.44,,true
CDG Engie - 85 Dawson Road,1.29541,103.809262,85 Dawson Road,true,0,0,0.26,,true
116 Jalan Tenteram MSCP,1.3277547,103.8611462,116 Jalan Tenteram,true,0,0,0.23,,true
"BlueSG open to EVs: Blk 203, Compassvale Road",1.387004,103.895935,"Blk 203, Singapore",true,0,0,0.45,,true
Zhongshan Mall,1.327329,103.846394,"20 Ah Hood Rd, Singapore",true,0,0,0.14,,true
Shell,1.324259,103.842094,"324 Thomson Rd, Singapore 307672",true,0,0,0.5,,true
CDG Blk 289H Bukit Batok Street 25,1.344397052573844,103.76003090089257,"Blk 289H Bukit Batok Street 25, 新加坡 657289",true,0,0,0.34,,true
BlueCharge: 425 Bedok North Road,1.329215,103.929551,425 Bedok Road Singapore 460425 ,true,0,0,0.32,,true
CDG Engie - Blk 810 Choa Chu Kang Ave 7,1.373813,103.746674,"810 Choa Chu Kang Ave 7, Singapore 681810",true,0,0,0.39,,true
870B Tampines St 86 (MSCP),1.356331,103.931039,"870B Tampines Street 86, Singapore 522870",true,0,0,0.26,,true
Charge+: Blk 440 (MSCP) Fernvale Link,1.392986,103.878422,"440 Fernvale Link, Singapore 790440",true,0,0,0.37,,true
Jurong Point,1.339342,103.705387,"1 Jurong West Central 2, Jurong Point, Singapore 648886",true,0,0,0.12,,true
"20 Ayer Rajah Crescent, Technopreneur Centre",1.295231,103.789842,"20 Ayer Rajah Crescent, Singapore",true,0,0,0.44,,true
The Capricorn Underground Car Park,1.289639,103.778957,"1 Science Park Rd, Singapore 117528",true,0,0,0.34,,true
Storhub Jurong East by EVone Charging,1.3392365,103.7493724,3C Toh Guan Road East,true,0,0,0.37,,true
PE Drive Charging Station,1.331391,103.89573,"52 Ubi Avenue 3, Singapore 408867",true,0,0,0.25,,true
"BlueSG open to EVs: Blk 269, Tampines St 21",1.350668,103.947558,"269 Tampines Street 21, Singapore 520269",true,0,0,0.43,,true
One@Redhill Centre,1.284876,103.808552,"1 Jln Kilang Barat, Singapore 159345",true,0,0,0.18,,true
Millenia Walk,1.291826,103.860199,9 Raffles Boulevard ,true,0,0,0.13,,true
CDG Teck Whye Ln Blk 118A Carpark,1.379520435889066,103.74993425995183,"118A Teck Whye Ln, Singapore 681118",true,0,0,0.33,,true
Kim Chuan-Tai Seng by EVone Charging,1.33778,103.891319,"1005 Tai Seng Ave, #01-2576",true,0,0,0.36,,true
"BlueSG open to EVs: Blk 165, Yishun Ring Road",1.435556,103.831963,"165 Yishun Ring Rd, Singapore 760165",true,0,0,0.45,,true
Pan Pacific Serviced Suites Beach Road,1.299576,103.860151,7500B Beach Road,true,0,0,0.38,,true
MILLENIA PRIVATE LIMITED,1.291937,103.859741,"#B1-01 MILLENIA TOWER SINGAPORE Singapore, 039192",true,0,0,0.24,,true
SHELL TELOK BLANGAH 621_01,1.270383,103.812867,"450 TELOK BLANGAH ROAD SINGAPORE Singapore, 098857",true,0,0,0.26,,true
SUNTEC CITY (6 ZONES),1.29448,103.858305,"3 TEMASEK BOULEVARD SINGAPORE Singapore, 038983",true,0,0,0.21,,true
SHELL 305 OUTRAM 661_01.,1.28774,103.835,"305 OUTRAM ROAD SINGAPORE Singapore, 169072",true,0,0,0.24,,true
SHELL HAVELOCK 669_01.,1.290006,103.832466,"548 HAVELOCK ROAD SINGAPORE Singapore, 169637",true,0,0,0.22,,true
SHELL EAST COAST 631_01,1.308193,103.909796,"338 EAST COAST ROAD SINGAPORE Singapore, 428961",true,0,0,0.23,,true
SHELL DUNMAN 639_01,1.309721,103.900959,"743 DUNMAN ROAD SINGAPORE Singapore, 439241",true,0,0,0.19,,true
SHELL TANJONG KATONG 650_01,1.310955,103.894427,"191 TANJONG KATONG ROAD SINGAPORE Singapore, 436993",true,0,0,0.27,,true
SHELL GUILLEMARD 662_01,1.310577,103.883834,"132 GUILLEMARD ROAD SINGAPORE Singapore, 399720",true,0,0,0.23,,true
SHELL TIONG BAHRU 629_01,1.288301,103.819613,"603 TIONG BAHRU ROAD SINGAPORE Singapore, 158788",true,0,0,0.24,,true
SHELL SIGLAP 602_01,1.312499,103.926555,"40 UPPER EAST COAST ROAD SINGAPORE Singapore, 455212",true,0,0,0.19,,true
SHELL GEYLANG LOR 7 668_01,1.311984,103.875625,"203 GEYLANG ROAD SINGAPORE Singapore, 389266",true,0,0,0.26,,true
SHELL CHANGI KEMBANGAN 601_01,1.318787,103.912929,"460 CHANGI ROAD SINGAPORE Singapore, 419883",true,0,0,0.29,,true
KOMOCO MOTORS - EV,1.291688,103.810306,"253 ALEXANDRA ROAD #01-01 SINGAPORE Singapore, 159936",true,0,0,0.18,,true
SHELL ALEXANDRA 651_01,1.290666,103.806853,"358 ALEXANDRA ROAD SINGAPORE Singapore, 159950",true,0,0,0.22,,true
SHELL SERANGOON RD 645_01,1.314435,103.857134,"509 SERANGOON ROAD SINGAPORE Singapore, 218152",true,0,0,0.25,,true
SHELL 168 PASIR PANJANG 635_01,1.277511,103.789709,"168 PASIR PANJANG ROAD SINGAPORE Singapore, 118556",true,0,0,0.3,,true
SHELL Q'WAY ANCHORAGE 640_01,1.289379,103.802905,"260 QUEENSWAY SINGAPORE Singapore, 149060",true,0,0,0.28,,true
SHELL PAYA LEBAR PIE 627_01,1.321708,103.891643,"98 PAYA LEBAR ROAD SINGAPORE Singapore, 409008",true,0,0,0.27,,true
SHELL NEWTON HOOPER RD 643_01,1.311378,103.843095,"150 BUKIT TIMAH ROAD SINGAPORE Singapore, 229846",true,0,0,0.29,,true
SHELL NEWTON CIRCUS 655_01,1.311142,103.842285,"143 BUKIT TIMAH RD SINGAPORE Singapore, 229843",true,0,0,0.26,,true
CUSCADEN TANGLIN MALL,1.304805,103.823901,"163 TANGLIN ROAD B2-01 TANGLIN MALL SINGAPORE Singapore, 247933",true,0,0,0.21,,true
SHELL MOULMEIN 632_01,1.318876,103.849692,"103 MOULMEIN ROAD SINGAPORE Singapore, 308080",true,0,0,0.21,,true
SHELL CWEALTH/STIRLING 612_01,1.297515,103.803366,"355 COMMONWEALTH AVENUE SINGAPORE Singapore, 149731",true,0,0,0.29,,true
SHELL P.LEBAR M'PHERSON 638_01,1.331822,103.888725,"255 PAYA LEBAR ROAD SINGAPORE Singapore, 409037",true,0,0,0.3,,true
SHELL MACPHERSON 617_01,1.331146,103.877749,"259 MACPHERSON ROAD SINGAPORE Singapore, 348584",true,0,0,0.23,,true
SHELL THOMSON NOVENA 665_01,1.324175,103.842151,"324 THOMSON ROAD SINGAPORE Singapore, 307672",true,0,0,0.27,,true
SHELL SIMPANG BEDOK 623_01,1.330835,103.947557,"331 BEDOK ROAD SINGAPORE Singapore, 469504",true,0,0,0.26,,true
SHELL 328 PASIR PANJANG 646_01,1.289315,103.777853,"328 PASIR PANJANG ROAD SINGAPORE Singapore, 118654",true,0,0,0.3,,true
SINGAPORE EXPO,1.3341,103.959,"02-01 SINGAPORE EXPO SINGAPORE Singapore, 486150",true,0,0,0.14,,true
SHELL EASTERN PETROLEUM (PTE) LTD,1.305927,103.791651,"9 NORTH BOUNA VISTA DRI, BASEMENT 1 SINGAPORE Singapore, 138588",true,0,0,0.33,,true
SHELL DUNEARN UNI 658_01,1.323306,103.817319,"314 DUNEARN ROAD SINGAPORE Singapore, 299551",true,0,0,0.24,,true
SHELL BRADDELL 642_01,1.344578,103.864639,"110 BRADDELL ROAD SINGAPORE Singapore, 359914",true,0,0,0.21,,true
SHELL TOA PAYOH 663_01,1.341095,103.848894,"248 LORONG 1 TOA PAYOH SINGAPORE Singapore, 319755",true,0,0,0.22,,true
SHELL HOUGANG 675_01.,1.349386,103.889993,"600 HOUGANG AVE 3 SINGAPORE Singapore, 538846",true,0,0,0.21,,true
SHELL TAMPINES AVE 2,1.349153,103.947705,"9 TAMPINES AVENUE 2 SINGAPORE Singapore, 529731",true,0,0,0.2,,true
SHELL LAKEVIEW 657_01,1.347975,103.838557,"80 UPPER THOMSON ROAD SINGAPORE Singapore, 574326",true,0,0,0.21,,true
SHELL DUNEARN ENG NEO 666_01,1.331007,103.798941,"648 DUNEARN ROAD SINGAPORE Singapore, 289629",true,0,0,0.28,,true
SHELL SIN MING 625_01,1.351306,103.835411,"183A UPPER THOMSON ROAD SINGAPORE Singapore, 574332",true,0,0,0.21,,true
SHELL YIO CHU KANG 633_01,1.360672,103.873902,"158 YIO CHU KANG ROAD SINGAPORE Singapore, 545612",true,0,0,0.25,,true
SHELL SGN GDN 606_01,1.363303,103.867444,"49 SERANGOON GARDEN WAY SINGAPORE Singapore, 555944",true,0,0,0.2,,true
EV LUMENS AUTO PTE LTD,1.359432,103.839865,"300 Sin Ming Road SINGAPORE Singapore, 575626",true,0,0,0.22,,true
SHELL PASIR RIS 607_01,1.365855,103.967185,"1 NEW LOYANG LINK SINGAPORE Singapore, 506931",true,0,0,0.22,,true
SHELL ANG MO KIO AVE 6 670_01,1.367955,103.844734,"3535 ANG MO KIO, AVENUE 6 SINGAPORE Singapore, 569839",true,0,0,0.29,,true
SHELL UPP BT TIMAH PIE 659_01,1.338636,103.776808,"35 UPPER BUKIT TIMAH ROAD SINGAPORE Singapore, 588166",true,0,0,0.29,,true
SHELL PIERCE RESERVOIR 636_01,1.369931,103.828086,"551 UPPER THOMSON ROAD SINGAPORE Singapore, 574415",true,0,0,0.29,,true
SHELL SELETAR HILLS 613_01,1.383614,103.877004,"298 YIO CHU KANG ROAD SINGAPORE Singapore, 805908",true,0,0,0.26,,true
SHELL BT TIMAH HILL 667_01,1.345916,103.772113,"219 UPPER BUKIT TIMAH ROAD SINGAPORE Singapore, 588186",true,0,0,0.26,,true
EV SINGAPORE AERO ENGINE,1.373256,103.982242,"11 CALSHOT ROAD SINGAPORE Singapore, 509932",true,0,0,0.24,,true
SHELL BT BATOK NP 630_01,1.347664,103.764828,"28 BUKIT BATOK EAST AVENUE 6 SINGAPORE Singapore, 659760",true,0,0,0.24,,true
Changi Airport Terminal 3,1.3564573010308,103.9865063972240,"65 Airport Boulevard, Singapore 819663",true,0,0,0.25,,true
Asia Green,1.3562110282663,103.9416687460270,"7 Tampines Grande, Singapore 528736",true,0,0,0.1,,true
I12 Katong,1.3060013193201,103.9050740693140,"112 East Coast Road, Singapore 428802",true,0,0,0.1,,true
Marina Collection,1.2444116410724,103.8398206112710,13-17 Cove Drive Singapore 098327,true,0,0,0.17,,true
Riverplace,1.2899955997604,103.8408744689420,60 Havelock Road Singapore 169658,true,0,0,0.1,,true
Martin Place Residences,1.2943866708972,103.8382968266140,2 Martin Place Singapore 237988,true,0,0,0.23,,true
South Beach Commercial,1.2944563644357,103.8561695333600,38 Beach Road Singapore 189762,true,0,0,0.22,,true
South Beach Residential,1.2944563644357,103.8561695333600,38 Beach Road Singapore 189762,true,0,0,0.23,,true
Asia Square Tower 2,1.2783544668131,103.8511218477630,"12 Marina View, Singapore 018961",true,0,0,0.19,,true
Park Royal Kitchener,1.3106927935985,103.8556902422200,"181 Kitchener Road, Singapore 208533",true,0,0,0.2,,true
Pan Pacific Serviced Suites Beach Road,1.2997782248776,103.8599838247640,"7500B Beach Road, Singapore 199592",true,0,0,0.38,,true
Capitaspring,1.2841932206467814,103.85021626832763,"88 Market St, Singapore 048948",true,0,0,0.12,,true
One Degree 15 (Private access only),1.2459096091904216,103.8397942,"11 Cove Drive, #01-01, Sentosa Cove, Singapore 098497",true,0,0,0.35,,true
