id,name,latitude,longitude,address,currently_open,pv_current_in,pv_energy_level,rate_current,rate_predicted,active,last_updated
e928d448-520e-421e-b924-b3939375eb4a,IKEA Tampines,1.373907,103.932551,"60 Tampines North Drive 2, Singapore 528764",true,0,0,0.13,,true,2023-07-14 20:56:29.059062
87bc5b0c-ec33-4a79-aeec-b44eaae73f3f,BlueSG open to EVs: Blk 157 Ang Mo Kio Ave 4,1.375126,103.839276,"157 Ang Mo Kio Avenue 4, Singapore 56",true,0,0,0.44,,true,2023-07-14 20:56:29.059062
354efe32-25b5-41df-b8c4-f582fbbed2a8,Charge+: 220 Hougang Street 21,1.356983,103.884404,220 Hougang St 21,true,0,0,0.3,,true,2023-07-14 20:56:29.059062
8bc77ae5-df4e-4acb-923e-2764a3adc97d,BlueSG open to EVs: 52 Sims Place,1.316535,103.880084,"52 Sims Pl, Singapore 380052",true,0,0,0.33,,true,2023-07-14 20:56:29.059062
70ac22d6-c689-497b-9036-6072cd50b184,bluecharge@senja link 651,1.3868954434701355,103.76439869962157,senja link 651 carpark,true,0,0,0.25,,true,2023-07-14 20:56:29.059062
797ab89f-2960-465c-b64c-4eb865a88f58,Jit Poh Building,1.272962,103.842388,"19 Keppel Road, Singapore",true,0,0,0.16,,true,2023-07-14 20:56:29.059062
92be3c39-e165-4e4f-be02-e652377fef7a,"BlueSG open to EVs: Blk 602, Clementi West St 1",1.305137,103.766255,"602 Clementi West Street 1, Singapore 120602",true,0,0,0.47,,true,2023-07-14 20:56:29.059062
4d4dfef2-2d75-4eb7-8d88-9e34f5ef4986,CDGEG: Blk 146A Lorong 2 Toa Payoh,1.334501,103.845655,"146A Lor 2 Toa Payoh, Singapore 311146",true,0,0,0.34,,true,2023-07-14 20:56:29.059062
321c648c-4fc0-464a-9c47-240c92897ca6,"BlueSG open to EVs: Blk 117, Potong Pasir Ave 1",1.336562,103.863076,"114 Potong Pasir Ave 1, Singapore 350114",true,0,0,0.47,,true,2023-07-14 20:56:29.059062
fe63cb4a-1539-4032-9c84-19de61151a4e,Molek Pine 4 (3.7 kW AC),1.525273,103.784371,"Jalan Molek 1/27, 81750‎ Pasir Gudang‎ Johor, Maleisië",true,0,0,0.24,,true,2023-07-14 20:56:29.059062
3b423abc-7eec-4fb8-92bd-62ba8a2ddec7,Sheraton Towers,1.311664,103.83638,"39 Scotts Rd, Singapore 228230",true,0,0,0.15,,true,2023-07-14 20:56:29.059062
d593d5d3-0d38-4f0b-8713-039fcd4cb7ab,CDG EV Charger,1.35583,103.844308,290A Bishan St 24,true,0,0,0.14,,true,2023-07-14 20:56:29.059062
8e3fa241-af03-4939-8592-1d7beb42beb5,"BlueSG open to EVs: Bedok South Ave 3, behind blk 69",1.319527,103.942997,"behind blk 69, bedok south ave 3",true,0,0,0.52,,true,2023-07-14 20:56:29.059062
290c63fb-1bcf-4e2c-a2f6-e1fef006954b,D'Arena@Upper Jurong by EVone Charging,1.3294741,103.6822694,"511 Upper Jurong Rd, Singapore 638366",true,0,0,0.38,,true,2023-07-14 20:56:29.059062
9e0cecf0-ab5e-4a1f-8991-8e9612ff58e2,BlueSG open to EVs: 37 Chai Chee Street,1.325191,103.925778,"36 Chai Chee Avenue, Singapore 461037",true,0,0,0.39,,true,2023-07-14 20:56:29.059062
7c19afd6-e25f-46fa-89dc-992aa83952c1,CDG Engie - 274A Toh Guan Road,1.341565,103.747455,"274A Toh Guan Rd, Singapore 600276",true,0,0,0.3,,true,2023-07-14 20:56:29.059062
533e28e3-09c3-48f4-8d69-3acceac02c1d,BlueSG open to EVs: 420 Tampines St 41,1.357784,103.947142,"419 Tampines Street 41, Singapore 529204",true,0,0,0.38,,true,2023-07-14 20:56:29.059062
